dataset,condition,target_index,target_total,target,status,message,elapsed_sec,n_poses,n_valid,n_success_available,best_available_dockq,top1_pose_model,top1_score,top1_dockq,top1_irmsd,top1_crmsd,top1_classification,success@1,success@3,success@5,success@10,success@100
DB5-g-u,apo_geodock,13,218,1OYV,done,,2.292,1,1,0,0.025000,geodock,-0.725087,0.025000,12.760835,11.319378,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,14,218,3S9D,done,,1.852,1,1,0,0.067000,geodock,-0.789037,0.067000,11.772521,15.307501,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,15,218,1KXP,done,,4.560,1,1,1,0.272000,geodock,-0.690251,0.272000,2.662659,3.878973,acceptable,1,1,1,1,1
DB5-g-u,apo_geodock,16,218,3P57,done,,1.844,1,1,0,0.050000,geodock,-0.713254,0.050000,8.993014,19.102703,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,17,218,2HLE,done,,1.894,1,1,0,0.010000,geodock,-0.786580,0.010000,18.711107,20.209509,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,18,218,1GLA,done,,3.542,1,1,0,0.014000,geodock,-0.745128,0.014000,14.926872,17.565298,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,19,218,1IB1,done,,3.861,1,1,0,0.030000,geodock,-0.608586,0.030000,17.506207,12.328367,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,20,218,2AJF,done,,4.421,1,1,0,0.007000,geodock,-0.746516,0.007000,29.844292,21.746288,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,21,218,5O1R,done,,3.247,1,1,0,0.009000,geodock,-0.708199,0.009000,21.571636,22.022764,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,22,218,1HE8,done,,5.025,1,1,0,0.003000,geodock,-0.722580,0.003000,38.259075,38.234581,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,23,218,4JCV,done,,5.643,1,1,0,0.006000,geodock,-0.742348,0.006000,25.672300,27.011707,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,24,218,3RVW,done,,3.992,1,1,0,0.007000,geodock,-0.683727,0.007000,22.337963,28.501047,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,25,218,1H1V,done,,3.772,1,1,0,0.020000,geodock,-0.695005,0.020000,10.237396,11.802520,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,26,218,5KOV,done,,4.005,1,1,0,0.016000,geodock,-0.726288,0.016000,18.580229,17.941433,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,27,218,1EZU,done,,2.986,1,1,0,0.010000,geodock,-0.748847,0.010000,26.904060,21.473619,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,28,218,6DBG,done,,2.296,1,1,0,0.157000,geodock,-0.732192,0.157000,4.910901,4.722229,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,29,218,2FJU,done,,5.073,1,1,0,0.007000,geodock,-0.670521,0.007000,17.753277,22.153547,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,30,218,1PXV,done,,1.734,1,1,0,0.020000,geodock,-0.747222,0.020000,11.737350,15.690322,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,31,218,1MLC,done,,3.277,1,1,0,0.009000,geodock,-0.754978,0.009000,20.350647,22.628693,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,32,218,3HMX,done,,4.912,1,1,0,0.003000,geodock,-0.753641,0.003000,42.798992,36.912186,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,33,218,2I25,done,,1.758,1,1,0,0.025000,geodock,-0.751733,0.025000,7.045463,18.134258,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,34,218,1XQS,done,,2.622,1,1,0,0.023000,geodock,-0.709670,0.023000,15.938744,17.006088,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,35,218,1M10,done,,2.669,1,1,0,0.053000,geodock,-0.716858,0.053000,9.861921,14.376853,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,36,218,1I2M,done,,3.418,1,1,0,0.069000,geodock,-0.733573,0.069000,11.215010,9.426710,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,37,218,2Z0E,done,,2.473,1,1,0,0.019000,geodock,-0.696624,0.019000,16.782703,22.986034,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,38,218,1LFD,done,,1.693,1,1,0,0.046000,geodock,-0.743305,0.046000,14.865419,11.608076,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,39,218,1PVH,done,,2.267,1,1,0,0.033000,geodock,-0.671143,0.033000,8.518280,19.207092,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,40,218,6A0Z,done,,4.199,1,1,0,0.006000,geodock,-0.749982,0.006000,19.752972,32.484192,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,41,218,2VIS,done,,4.288,1,1,0,0.003000,geodock,0.000000,0.003000,34.194420,32.216881,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,42,218,4G6M,done,,3.527,1,1,0,0.005000,geodock,-0.845312,0.005000,33.669937,33.243549,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,43,218,1M27,done,,1.443,1,1,0,0.016000,geodock,-0.871827,0.016000,18.581329,16.518042,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,44,218,1IJK,done,,2.891,1,1,0,0.073000,geodock,-0.703223,0.073000,6.972357,10.671206,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,45,218,3R9A,done,,5.822,1,1,0,0.043000,geodock,-0.742414,0.043000,10.084284,20.291006,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,46,218,5Y9J,done,,5.508,1,1,0,0.007000,geodock,-0.796815,0.007000,25.241390,28.107100,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,47,218,1HCF,done,,1.897,1,1,0,0.103000,geodock,-0.717651,0.103000,7.013122,6.527551,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,48,218,3PC8,done,,1.052,1,1,1,0.280000,geodock,-0.710851,0.280000,2.036593,4.232617,acceptable,1,1,1,1,1
DB5-g-u,apo_geodock,49,218,1AK4,done,,1.912,1,1,0,0.030000,geodock,-0.860483,0.030000,16.005825,17.663309,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,50,218,2GAF,done,,4.401,1,1,0,0.025000,geodock,-0.806935,0.025000,24.271904,18.171598,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,51,218,1FQ1,done,,2.860,1,1,0,0.016000,geodock,-0.772632,0.016000,13.267953,16.360207,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,52,218,1I4D,done,,3.292,1,1,0,0.012000,geodock,-0.698968,0.012000,10.542804,19.657524,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,53,218,1E6J,done,,2.929,1,1,0,0.009000,geodock,-0.705918,0.009000,19.611444,20.385324,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,54,218,3EO1,done,,3.761,1,1,0,0.004000,geodock,-0.723726,0.004000,36.509521,32.983452,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,55,218,3LVK,done,,4.818,1,1,0,0.032000,geodock,-0.676109,0.032000,13.700315,7.807999,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,56,218,6A77,done,,3.093,1,1,0,0.015000,geodock,-0.677873,0.015000,16.440573,15.965910,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,57,218,2YVJ,done,,2.883,1,1,0,0.099000,geodock,-0.710351,0.099000,6.412673,6.044341,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,58,218,7CEI,done,,1.472,1,1,0,0.017000,geodock,-0.746064,0.017000,11.421717,14.892035,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,59,218,1RKE,done,,2.329,1,1,0,0.210000,geodock,-0.720366,0.210000,4.097017,4.353492,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,60,218,3K75,done,,2.379,1,1,0,0.031000,geodock,-0.673778,0.031000,8.871682,18.579414,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,61,218,1JTG,done,,2.370,1,1,0,0.023000,geodock,-0.705721,0.023000,10.657060,14.187848,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,62,218,5SV3,done,,1.742,1,1,0,0.006000,geodock,-0.661120,0.006000,26.816654,22.205240,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,63,218,1ATN,done,,3.677,1,1,0,0.005000,geodock,-0.704834,0.005000,26.529440,26.966677,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,64,218,3MXW,done,,3.418,1,1,0,0.007000,geodock,-0.756096,0.007000,24.897686,24.086103,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,65,218,2X9A,done,,1.174,1,1,0,0.053000,geodock,-0.782411,0.053000,7.692036,11.374863,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,66,218,3H2V,done,,1.282,1,1,0,0.019000,geodock,-0.799250,0.019000,14.152980,13.803740,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,67,218,6OC3,done,,3.917,1,1,0,0.008000,geodock,-0.679032,0.008000,18.777809,23.062500,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,68,218,1WDW,done,,6.015,1,1,0,0.003000,geodock,-0.845706,0.003000,35.003242,36.055389,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,69,218,2CFH,done,,1.741,1,1,0,0.171000,geodock,-0.680030,0.171000,5.268125,5.391303,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,70,218,1JIW,done,,3.164,1,1,0,0.037000,geodock,-0.704098,0.037000,10.540844,8.838288,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,71,218,2SIC,done,,2.150,1,1,0,0.036000,geodock,-0.690066,0.036000,17.142879,12.351403,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,72,218,4IZ7,done,,2.605,1,1,0,0.072000,geodock,-0.721730,0.072000,10.681677,7.788858,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,73,218,3A4S,done,,1.415,1,1,0,0.024000,geodock,-0.694368,0.024000,14.032501,13.032172,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,74,218,3BP8,done,,4.470,1,1,0,0.014000,geodock,-0.686642,0.014000,17.232075,11.908346,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,75,218,1JMO,done,,4.060,1,1,0,0.007000,geodock,-0.685833,0.007000,26.513479,24.792320,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,76,218,1GRN,done,,2.210,1,1,0,0.070000,geodock,-0.674944,0.070000,6.413540,7.515071,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,77,218,1MQ8,done,,2.242,1,1,0,0.127000,geodock,-0.813328,0.127000,6.564753,11.728054,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,78,218,1FC2,done,,1.707,1,1,0,0.022000,geodock,-0.747204,0.022000,13.791613,13.581216,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,79,218,1CGI,done,,1.863,1,1,0,0.188000,geodock,-0.666072,0.188000,5.119810,4.719838,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,80,218,1TMQ,done,,3.317,1,1,0,0.016000,geodock,-0.750102,0.016000,18.424337,14.724547,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,81,218,6B0S,done,,3.088,1,1,0,0.011000,geodock,-0.793112,0.011000,23.759754,19.273577,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,82,218,3CPH,done,,3.506,1,1,0,0.089000,geodock,-0.720299,0.089000,7.965181,8.895218,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,83,218,1A2K,done,,2.843,1,1,0,0.054000,geodock,-0.695031,0.054000,5.655059,9.495157,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,84,218,4M5Z,done,,3.766,1,1,0,0.007000,geodock,-0.789175,0.007000,19.260305,25.066423,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,85,218,2A1A,done,,2.672,1,1,0,0.006000,geodock,-0.732478,0.006000,23.776617,24.802588,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,86,218,2MTA,done,,3.531,1,1,0,0.011000,geodock,-0.688178,0.011000,17.284084,16.683624,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,87,218,1F6M,done,,2.653,1,1,0,0.009000,geodock,-0.671468,0.009000,17.728090,21.096302,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,88,218,1JPS,done,,3.639,1,1,0,0.012000,geodock,-0.865036,0.012000,26.110128,21.407579,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,89,218,1JWH,done,,4.476,1,1,0,0.051000,geodock,-0.728348,0.051000,9.957939,16.521618,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,90,218,1S1Q,done,,1.238,1,1,0,0.020000,geodock,-0.679285,0.020000,11.128349,14.052390,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,91,218,4FP8,done,,4.349,1,1,0,0.003000,geodock,-0.657548,0.003000,47.738911,36.983120,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,92,218,4LW4,done,,5.520,1,1,0,0.040000,geodock,-0.685030,0.040000,12.089694,10.502057,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,93,218,2OT3,done,,2.659,1,1,0,0.045000,geodock,-0.634919,0.045000,10.839043,13.555422,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,94,218,1RLB,done,,3.668,1,1,0,0.047000,geodock,-0.651026,0.047000,7.041712,9.124825,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,95,218,2O3B,done,,2.323,1,1,0,0.038000,geodock,-0.780300,0.038000,7.717506,12.766143,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,96,218,2OOR,done,,5.209,1,1,0,0.016000,geodock,-0.711687,0.016000,18.025459,14.645455,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,97,218,1GPW,done,,2.726,1,1,1,0.461000,geodock,-0.686547,0.461000,1.541262,2.017014,acceptable,1,1,1,1,1
DB5-g-u,apo_geodock,98,218,1E4K,done,,3.442,1,1,0,0.023000,geodock,-0.776944,0.023000,9.894449,16.630926,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,99,218,1ZHI,done,,1.834,1,1,0,0.009000,geodock,-0.835361,0.009000,26.440594,21.599857,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,100,218,6EY6,done,,3.135,1,1,0,0.006000,geodock,-0.827000,0.006000,27.722439,26.560152,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,101,218,1Y64,done,,4.379,1,1,0,0.021000,geodock,-0.721986,0.021000,18.568346,21.703856,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,102,218,5GRJ,done,,2.822,1,1,0,0.006000,geodock,-0.697198,0.006000,19.259222,22.761080,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,103,218,4H03,done,,4.449,1,1,0,0.018000,geodock,-0.680378,0.018000,15.728620,21.793495,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,104,218,1EER,done,,3.357,1,1,0,0.019000,geodock,-0.709814,0.019000,19.604189,18.103285,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,105,218,2IDO,done,,1.593,1,1,0,0.034000,geodock,-0.818336,0.034000,9.318700,13.896000,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,106,218,1S78,done,,5.512,1,1,0,0.017000,geodock,-0.731458,0.017000,27.568462,23.071516,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,107,218,1SYX,done,,1.434,1,1,0,0.017000,geodock,-0.760418,0.017000,12.575539,16.370441,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,108,218,2GTP,done,,2.503,1,1,0,0.066000,geodock,-0.650843,0.066000,5.912487,9.402847,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,109,218,1DQJ,done,,3.478,1,1,0,0.015000,geodock,-0.886536,0.015000,17.146513,18.666897,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,110,218,5CBA,done,,1.870,1,1,0,0.044000,geodock,-0.812677,0.044000,11.009567,9.668120,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,111,218,4DN4,done,,2.715,1,1,0,0.010000,geodock,-0.746980,0.010000,20.736126,18.190228,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,112,218,3AAD,done,,2.520,1,1,0,0.010000,geodock,-0.658771,0.010000,17.601561,22.366667,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,113,218,2HRK,done,,1.760,1,1,0,0.226000,geodock,-0.651322,0.226000,3.253034,4.179630,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,114,218,2A5T,done,,3.100,1,1,1,0.679000,geodock,-0.663653,0.679000,0.551112,0.669280,medium,1,1,1,1,1
DB5-g-u,apo_geodock,115,218,3WD5,done,,5.135,1,1,0,0.005000,geodock,-0.749689,0.005000,31.324730,32.751785,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,116,218,6AL0,done,,3.655,1,1,0,0.008000,geodock,-0.762252,0.008000,22.335110,26.936956,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,117,218,1JK9,done,,2.110,1,1,0,0.016000,geodock,-0.646443,0.016000,16.283009,14.660610,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,118,218,1WEJ,done,,3.280,1,1,0,0.009000,geodock,-0.765560,0.009000,24.154238,20.343832,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,119,218,1AZS,done,,3.659,1,1,0,0.010000,geodock,-0.673313,0.010000,15.862770,21.682522,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,120,218,1GCQ,done,,1.140,1,1,0,0.094000,geodock,-0.787535,0.094000,7.945095,11.551876,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,121,218,1BVN,done,,3.296,1,1,0,0.078000,geodock,-0.714084,0.078000,10.060939,6.063485,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,122,218,2DD8,done,,3.638,1,1,0,0.009000,geodock,-0.746138,0.009000,24.984777,21.983835,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,123,218,2OOB,done,,0.803,1,1,0,0.096000,geodock,-0.751189,0.096000,8.308876,9.461736,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,124,218,6CWG,done,,2.488,1,1,0,0.006000,geodock,-0.719023,0.006000,21.869871,23.174990,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,125,218,5C7X,done,,3.252,1,1,0,0.009000,geodock,-0.750125,0.009000,23.717510,22.723465,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,126,218,4ETQ,done,,3.949,1,1,0,0.062000,geodock,-0.802047,0.062000,12.740191,17.201399,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,127,218,2ABZ,done,,2.237,1,1,0,0.027000,geodock,-0.732373,0.027000,10.240858,10.159733,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,128,218,3BIW,done,,4.218,1,1,0,0.008000,geodock,-0.658727,0.008000,16.643972,21.196697,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,129,218,5X0T,done,,3.373,1,1,0,0.008000,geodock,-0.747113,0.008000,25.577312,19.368977,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,130,218,6BPC,done,,4.746,1,1,0,0.005000,geodock,-0.752452,0.005000,23.904907,33.855011,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,131,218,2AYO,done,,3.518,1,1,0,0.051000,geodock,-0.918574,0.051000,11.998905,8.183821,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,132,218,1FFW,done,,1.375,1,1,1,0.250000,geodock,-0.827484,0.250000,3.790112,5.372826,acceptable,1,1,1,1,1
DB5-g-u,apo_geodock,133,218,1DFJ,done,,3.435,1,1,0,0.060000,geodock,-0.702514,0.060000,11.937899,8.771830,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,134,218,1IBR,done,,3.621,1,1,0,0.030000,geodock,-0.714737,0.030000,17.948740,13.557959,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,135,218,1XD3,done,,1.766,1,1,1,0.395000,geodock,-0.675517,0.395000,2.515404,3.243696,acceptable,1,1,1,1,1
DB5-g-u,apo_geodock,136,218,4M76,done,,2.772,1,1,0,0.009000,geodock,-0.698317,0.009000,15.483392,21.782446,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,137,218,3L89,done,,4.053,1,1,0,0.008000,geodock,-0.696825,0.008000,22.076733,22.224152,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,138,218,2A9K,done,,2.082,1,1,0,0.010000,geodock,-0.751074,0.010000,16.229540,21.598894,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,139,218,1B6C,done,,2.629,1,1,0,0.015000,geodock,-0.750625,0.015000,13.949488,15.841052,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,140,218,3DAW,done,,2.905,1,1,1,0.622000,geodock,-0.697886,0.622000,1.100386,1.083605,medium,1,1,1,1,1
DB5-g-u,apo_geodock,141,218,2SNI,done,,2.004,1,1,0,0.045000,geodock,-0.677357,0.045000,7.085352,9.729593,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,142,218,5VNW,done,,4.129,1,1,0,0.006000,geodock,-0.919782,0.006000,27.542538,27.305817,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,143,218,3D5S,done,,2.042,1,1,0,0.039000,geodock,-0.749320,0.039000,8.551163,8.613735,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,144,218,1ZHH,done,,3.106,1,1,0,0.050000,geodock,-0.678034,0.050000,8.249221,10.428406,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,145,218,1FAK,done,,3.100,1,1,0,0.132000,geodock,-0.743904,0.132000,5.391197,7.100377,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,146,218,1CLV,done,,2.894,1,1,0,0.038000,geodock,-0.772362,0.038000,12.577432,6.202101,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,147,218,3U7Y,done,,4.539,1,1,0,0.007000,geodock,-0.707599,0.007000,29.153540,23.262161,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,148,218,1HE1,done,,1.829,1,1,0,0.032000,geodock,-0.886490,0.032000,11.600300,17.785599,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,149,218,1OC0,done,,2.399,1,1,0,0.010000,geodock,-0.812549,0.010000,23.065746,15.138328,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,150,218,4DW2,done,,3.696,1,1,0,0.009000,geodock,-0.693121,0.009000,21.600525,21.511499,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,151,218,3AAA,done,,3.860,1,1,0,0.033000,geodock,-0.702492,0.033000,16.767466,12.878828,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,152,218,1EWY,done,,2.233,1,1,0,0.062000,geodock,-0.677588,0.062000,11.032538,9.998271,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,153,218,3L5W,done,,3.155,1,1,0,0.008000,geodock,-0.724660,0.008000,26.468790,21.868958,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,154,218,1VFB,done,,2.341,1,1,0,0.009000,geodock,-0.776180,0.009000,22.434994,20.436930,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,155,218,3VLB,done,,3.454,1,1,0,0.006000,geodock,-0.750967,0.006000,25.198257,24.619749,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,156,218,1MAH,done,,3.337,1,1,0,0.012000,geodock,-0.715755,0.012000,16.099981,13.905807,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,157,218,5O14,done,,3.755,1,1,0,0.008000,geodock,-0.666554,0.008000,23.363630,24.393663,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,158,218,1J2J,done,,1.448,1,1,0,0.076000,geodock,-0.782437,0.076000,8.039999,9.475663,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,159,218,1WQ1,done,,2.876,1,1,0,0.057000,geodock,-0.691105,0.057000,6.071426,8.796349,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,160,218,1BKD,done,,3.477,1,1,0,0.155000,geodock,-0.852351,0.155000,6.375797,6.217277,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,161,218,4FZA,done,,3.588,1,1,0,0.027000,geodock,-0.654180,0.027000,16.983864,19.886253,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,162,218,2VDB,done,,3.634,1,1,0,0.007000,geodock,-0.894319,0.007000,27.929836,18.094206,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,163,218,1T6B,done,,4.906,1,1,0,0.034000,geodock,-0.765228,0.034000,8.892305,10.612623,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,164,218,2PCC,done,,2.553,1,1,0,0.012000,geodock,-0.758585,0.012000,13.319194,17.483194,unacceptable,0,0,0,0,0
DB5-g-u,apo_geodock,165,218,4G6J,done,,3.519,1,1,0,0.004000,geodock,-0.886810,0.004000,34.516621,37.122272,unacceptable,0,0,0,0,0
