target_id,identification,round,target,interface,p_id,p_type,p_rank,name,uid,model,e,nclash,threshold,fnat,fnonnat,f1,dockq,lrms,irms,srms,ia,dL,thetaL,nchain,(ligand_coverage/receptor_coverage),fIR_L,fIR_R,fOP_L,fOP_R,mrms_L,mrms_R,classification,main_classification,stars,clashes,low_id,md5
T47.1,T47_S09.M01,23,47,1,S09,S,9,Wang,44,1,0,8,73,0.0000,1.0000,0.0000,0.0217,36.0702,13.4107,15.3370,2334.5,33.91,102.54,0,(89/99),0.0741,0.3478,0.9286,0.7576,0.3912,0.4921,incorrect,incorrect,0,0,0,a3df386bd9c8dbd33bc5f702344c99f8
T47.1,T47_S09.M02,23,47,1,S09,S,9,Wang,44,2,0,15,73,0.8036,0.2105,0.7965,0.8735,1.3622,0.6499,1.7092,1601.7,0.86,6.35,0,(89/89),0.8889,1.0000,0.0000,0.0800,0.3917,0.4618,high,high,3,0,0,df98bf071a7ae01af55785f3587dffd4
T47.1,T47_S09.M03,23,47,1,S09,S,9,Wang,44,3,0,16,73,0.8214,0.2333,0.7931,0.8967,0.8683,0.5566,1.7030,1618.6,0.55,3.07,0,(89/89),0.8889,1.0000,0.0000,0.0800,0.3917,0.4618,high,high,3,0,0,8ad348e16417a5aff8a9ff3a4a0ad45b
T47.1,T47_S09.M04,23,47,1,S09,S,9,Wang,44,4,0,9,73,0.0000,1.0000,0.0000,0.0189,38.8587,14.1630,15.8006,2296.5,34.74,127.54,0,(89/99),0.4444,0.0870,0.6250,0.9310,0.3912,0.4921,incorrect,incorrect,0,0,0,65e26d9a52a1c608a19004bc27b880fd
T47.1,T47_S09.M05,23,47,1,S09,S,9,Wang,44,5,0,8,73,0.0000,1.0000,0.0000,0.0194,38.3417,13.9697,15.6094,2179.7,34.17,128.02,0,(89/99),0.4444,0.1304,0.5556,0.8966,0.3912,0.4921,incorrect,incorrect,0,0,0,d8c87c458d5e802fac643b8f7a916a19
T47.1,T47_S09.M06,23,47,1,S09,S,9,Wang,44,6,0,8,73,0.0000,1.0000,0.0000,0.0191,38.6474,14.0676,15.6812,2254.6,34.59,125.28,0,(89/99),0.4444,0.1304,0.5862,0.8966,0.3912,0.4921,incorrect,incorrect,0,0,0,4b25945e844f9f4e8c8984962a13dcb6
T47.1,T47_S09.M07,23,47,1,S09,S,9,Wang,44,7,0,3,73,0.0000,1.0000,0.0000,0.0195,38.2844,13.9502,15.3527,2058.8,33.99,129.87,0,(89/99),0.4444,0.1304,0.5714,0.8929,0.3912,0.4922,incorrect,incorrect,0,0,0,c3a44050795f303866f1527ba246a387
T47.1,T47_S09.M08,23,47,1,S09,S,9,Wang,44,8,0,4,73,0.0357,0.9643,0.0357,0.0315,38.8375,13.0717,14.0741,1712.5,33.97,160.42,0,(89/99),0.5556,0.0870,0.3478,0.9231,0.3912,0.4921,incorrect,incorrect,0,0,0,05edb05924328c0752918a2c5267aee7
T47.1,T47_S09.M09,23,47,1,S09,S,9,Wang,44,9,0,5,73,0.0179,0.9846,0.0166,0.0286,35.5555,12.7207,13.9782,2130.2,30.80,141.57,0,(89/99),0.5926,0.1304,0.3600,0.9000,0.3912,0.4921,incorrect,incorrect,0,0,0,7cc448013e4bce0b2ac7ec2603c3ab1f
T47.1,T47_S09.M10,23,47,1,S09,S,9,Wang,44,10,0,4,73,0.0000,1.0000,0.0000,0.0191,38.8223,13.8315,15.2797,2054.1,34.53,134.67,0,(89/99),0.5185,0.0870,0.4815,0.9200,0.3912,0.4921,incorrect,incorrect,0,0,0,60c5da92306d1b46ad72e18c2f904109
T47.1,T47_S10.M01,23,47,1,S10,S,10,Bonvin,43,1,0,22,73,0.8750,0.3099,0.7716,0.8511,1.6574,0.9472,1.8838,1813.0,1.25,4.75,0,(89/98),0.9630,0.9565,0.0370,0.1200,0.7833,0.7486,high,high,3,0,0,5ec96b0cc8d98effa2c78dd4bb65a43c
T47.1,T47_S10.M02,23,47,1,S10,S,10,Bonvin,43,2,0,20,73,0.8571,0.2836,0.7805,0.8700,1.2915,0.8071,1.9000,1746.5,0.76,4.87,0,(89/98),0.9259,1.0000,0.0385,0.0417,0.6486,0.7388,high,high,3,0,0,4c25a43c5a2d8899427337d1af13ba02
T47.1,T47_S10.M03,23,47,1,S10,S,10,Bonvin,43,3,0,18,73,0.8750,0.2687,0.7967,0.8461,1.8465,0.9628,2.0091,1777.0,1.34,6.28,0,(89/98),0.9259,0.9565,0.1379,0.1200,0.6217,0.9442,high,high,3,0,0,276aef5318c56dcae17908f74a5dc00a
T47.1,T47_S10.M04,23,47,1,S10,S,10,Bonvin,43,4,0,21,73,0.8750,0.2344,0.8167,0.8459,2.2504,0.9162,1.8772,1927.8,1.65,7.69,0,(89/98),0.9259,1.0000,0.1379,0.0800,0.6743,0.8210,high,high,3,0,0,39b48036b124bc7c16d1a0d092d6d730
T47.1,T47_S10.M05,23,47,1,S10,S,10,Bonvin,43,5,0,20,73,0.8036,0.2969,0.7500,0.8550,1.0609,0.8044,1.8781,1796.3,0.21,5.19,0,(89/98),0.9259,1.0000,0.0385,0.1154,0.6134,0.6924,high,high,3,0,0,13228c28c74b7b10ed0b9ebca9cb26ad
T47.1,T47_S10.M06,23,47,1,S10,S,10,Bonvin,43,6,0,20,73,0.7679,0.3065,0.7288,0.8228,1.5626,0.9050,2.1218,1761.8,0.75,7.01,0,(89/98),0.9259,0.9130,0.1071,0.1250,0.6256,0.8355,high,high,3,0,0,68518128b6474224c6a7a0d94052541f
T47.1,T47_S10.M07,23,47,1,S10,S,10,Bonvin,43,7,0,18,73,0.8750,0.3194,0.7657,0.8723,1.1775,0.8410,2.0737,1819.7,0.26,5.65,0,(89/98),0.8889,0.9565,0.0769,0.1200,0.6338,0.7240,high,high,3,0,0,8c335e88886711caaf47ff24c910ba07
T47.1,T47_S10.M08,23,47,1,S10,S,10,Bonvin,43,8,0,18,73,0.8929,0.2188,0.8333,0.8583,1.9640,0.9060,1.7914,1849.3,1.19,7.91,0,(89/98),0.9259,1.0000,0.0741,0.1154,0.6940,0.6026,high,high,3,0,0,6db4fd65136bfbeab31631fb6fcead40
T47.1,T47_S10.M09,23,47,1,S10,S,10,Bonvin,43,9,0,20,73,0.8571,0.2727,0.7869,0.8837,1.0089,0.7311,1.9310,1821.5,0.35,4.55,0,(89/98),0.9630,1.0000,0.0370,0.0800,0.5374,0.6177,high,high,3,0,0,60cc12922b4a37507169379d8f9dd845
T47.1,T47_S10.M10,23,47,1,S10,S,10,Bonvin,43,10,0,20,73,0.8214,0.2698,0.7731,0.8090,1.8423,1.0994,2.0714,1778.3,0.71,9.26,0,(89/98),0.8889,1.0000,0.0000,0.2069,0.5792,0.8726,medium,medium,2,0,0,c30cd515ee4a3ff20b64d9ed8676b316
T47.1,T47_S11.M01,23,47,1,S11,S,11,Grudinin,234,1,0,8,73,0.0000,1.0000,0.0000,0.0191,38.6474,14.0676,15.6812,2254.6,34.59,125.28,0,(89/99),0.4444,0.1304,0.5862,0.8966,0.3912,0.4921,incorrect,incorrect,0,0,0,4b25945e844f9f4e8c8984962a13dcb6
T47.1,T47_S11.M02,23,47,1,S11,S,11,Grudinin,234,2,0,15,73,0.8036,0.2742,0.7627,0.8287,2.3818,0.8540,2.0273,1806.7,1.54,10.04,0,(89/98),0.9259,0.9565,0.1071,0.1200,0.5766,0.7592,high,high,3,0,0,d38ed7d0aec346856a9e99baedf6d470
T47.1,T47_S11.M03,23,47,1,S11,S,11,Grudinin,234,3,0,4,73,0.0179,0.9844,0.0167,0.0286,35.4278,12.8144,14.0309,2114.7,30.62,140.78,0,(89/99),0.6296,0.1304,0.3462,0.8966,0.3912,0.4921,incorrect,incorrect,0,0,0,b3cf17570f46b4d6c1174816f3192368
T47.1,T47_S11.M04,23,47,1,S11,S,11,Grudinin,234,4,0,14,73,0.8393,0.3286,0.7460,0.7830,3.0974,1.1575,2.4761,1852.5,2.26,11.80,0,(89/98),0.9259,0.9565,0.0741,0.1852,0.7255,1.0308,medium,medium,2,0,0,bd04281e78d6bc14445cd61a3d618123
T47.1,T47_S11.M05,23,47,1,S11,S,11,Grudinin,234,5,0,19,73,0.8571,0.2615,0.7934,0.8574,1.8217,0.8452,1.8366,1795.6,0.84,8.88,0,(89/98),0.9630,1.0000,0.0714,0.1154,0.5048,0.6140,high,high,3,0,0,8b116a53b4f0c9f70074b0ccc7ba7d0f
T47.1,T47_S11.M06,23,47,1,S11,S,11,Grudinin,234,6,0,5,73,0.0179,0.9846,0.0166,0.0286,35.5555,12.7207,13.9782,2130.2,30.80,141.57,0,(89/99),0.5926,0.1304,0.3600,0.9000,0.3912,0.4921,incorrect,incorrect,0,0,0,7cc448013e4bce0b2ac7ec2603c3ab1f
T47.1,T47_S11.M07,23,47,1,S11,S,11,Grudinin,234,7,0,13,73,0.7679,0.2321,0.7679,0.8181,1.8697,0.9062,1.8435,1708.1,0.70,9.09,0,(89/98),0.8519,1.0000,0.0417,0.1154,0.6475,0.6278,high,high,3,0,0,7344c3b28029befa2ec456032d6d8805
T47.1,T47_S11.M08,23,47,1,S11,S,11,Grudinin,234,8,0,18,73,0.8214,0.2923,0.7603,0.8018,2.6376,1.0485,2.2134,1679.5,1.90,9.80,0,(89/98),0.8889,0.9130,0.0000,0.2222,0.7813,0.6915,medium,medium,2,0,0,56336a516405bf6112fb3a82eaa2610c
T47.1,T47_S11.M09,23,47,1,S11,S,11,Grudinin,234,9,0,4,73,0.0000,1.0000,0.0000,0.0191,38.8223,13.8315,15.2797,2054.1,34.53,134.67,0,(89/99),0.5185,0.0870,0.4815,0.9200,0.3912,0.4921,incorrect,incorrect,0,0,0,60c5da92306d1b46ad72e18c2f904109
T47.1,T47_S11.M10,23,47,1,S11,S,11,Grudinin,234,10,0,8,73,0.0000,1.0000,0.0000,0.0194,38.3417,13.9697,15.6094,2179.7,34.17,128.02,0,(89/99),0.4444,0.1304,0.5556,0.8966,0.3912,0.4921,incorrect,incorrect,0,0,0,d8c87c458d5e802fac643b8f7a916a19
T47.1,T47_S13.M01,23,47,1,S13,S,13,Bates,92,1,0,19,73,0.8571,0.4217,0.6906,0.7718,2.1011,1.4533,2.5695,2017.7,1.72,4.49,0,(89/98),0.9630,1.0000,0.1875,0.2069,0.9768,1.0188,medium,medium,2,0,0,2572e4ec5122d90832b08588463b6803
T47.1,T47_S13.M02,23,47,1,S13,S,13,Bates,92,2,0,13,73,0.9286,0.3500,0.7647,0.7449,4.1104,1.5132,2.3304,2071.4,3.27,13.97,0,(89/98),0.9259,1.0000,0.1379,0.1786,0.8143,0.8214,medium,medium,2,0,0,b8fdb3c36bfd41440839e73abb4b6190
T47.1,T47_S13.M03,23,47,1,S13,S,13,Bates,92,3,0,18,73,0.8929,0.3976,0.7194,0.7641,2.8763,1.4937,2.5498,1982.6,2.18,9.41,0,(89/98),0.9259,0.9565,0.1071,0.2143,1.0326,0.7817,medium,medium,2,0,0,f46053bd931b9d67d1ce6882e996cfc8
T47.1,T47_S13.M04,23,47,1,S13,S,13,Bates,92,4,0,14,73,0.9286,0.3500,0.7647,0.8158,2.1150,1.2840,2.2830,1932.2,1.53,7.30,0,(89/98),0.8889,0.9130,0.1429,0.2222,0.9051,0.7715,medium,medium,2,0,0,55a10b8412d44b62849287208139fde5
T47.1,T47_S13.M05,23,47,1,S13,S,13,Bates,92,5,0,19,73,0.8571,0.4000,0.7059,0.7873,2.1000,1.3234,2.3680,1946.3,1.33,7.37,0,(89/98),0.9630,0.9130,0.1613,0.1923,1.0516,0.9735,medium,medium,2,0,0,276aef5318c56dcae17908f74a5dc00a
T47.1,T47_S13.M06,23,47,1,S13,S,13,Bates,92,6,0,18,73,0.8036,0.4079,0.6818,0.7515,2.2797,1.4473,2.3517,1853.4,1.47,8.53,0,(89/98),0.8889,0.9565,0.1429,0.1852,0.9711,0.8758,medium,medium,2,0,0,402427a1311bfe01ac8db4c53c03377a
T47.1,T47_S13.M07,23,47,1,S13,S,13,Bates,92,7,0,18,73,0.8571,0.3846,0.7164,0.8254,1.8739,1.0634,2.0005,1853.3,1.26,6.56,0,(89/98),0.8889,0.9565,0.0400,0.2143,0.8575,0.7272,medium,medium,2,0,0,35ef4722b05facecbcaf9ec226f1d0e4
T47.1,T47_S13.M08,23,47,1,S13,S,13,Bates,92,8,0,18,73,0.8393,0.4125,0.6912,0.7757,2.0295,1.3793,2.2801,1939.4,1.48,4.09,0,(89/98),0.9630,0.8696,0.1333,0.1667,1.1951,0.9087,medium,medium,2,0,0,d29274bfdebb7d21ffb635903ae0bf88
T47.1,T47_S13.M09,23,47,1,S13,S,13,Bates,92,9,0,16,73,0.8393,0.3974,0.7015,0.7803,2.3410,1.2973,2.2808,1920.3,1.46,9.15,0,(89/98),0.9259,0.9565,0.0741,0.1538,0.9385,0.7597,medium,medium,2,0,0,c02dd96197fbff30f5a1cc48a0b06d33
T47.1,T47_S13.M10,23,47,1,S13,S,13,Bates,92,10,0,21,73,0.7321,0.4533,0.6260,0.7294,1.9797,1.4779,2.5853,1919.1,0.54,10.25,0,(89/98),0.9630,0.9565,0.1034,0.2143,0.9867,0.9472,medium,medium,2,0,0,83d7d2b467eb23f99f6a28d42b5ecd64
T47.1,T47_S14.M01,23,47,1,S14,S,14,Zou,155,1,0,26,73,0.8750,0.3194,0.7657,0.8514,1.6563,0.9451,1.8740,1818.7,1.25,4.76,0,(89/98),0.9630,1.0000,0.0370,0.1154,0.7795,0.7496,high,high,3,0,0,5ec96b0cc8d98effa2c78dd4bb65a43c
T47.1,T47_S14.M02,23,47,1,S14,S,14,Zou,155,2,0,20,73,0.8750,0.2794,0.7903,0.8579,1.7978,0.8853,2.0178,1755.0,0.88,8.29,0,(89/98),0.8889,0.9565,0.1111,0.1538,0.5717,0.8495,high,high,3,0,0,1565ba3b8ec9dc78495bc2f57dbd94c3
T47.1,T47_S14.M03,23,47,1,S14,S,14,Zou,155,3,0,21,73,0.8929,0.2308,0.8264,0.8585,1.9621,0.9051,1.7887,1868.0,1.18,7.92,0,(89/98),0.9259,1.0000,0.0741,0.1154,0.6929,0.6012,high,high,3,0,0,6db4fd65136bfbeab31631fb6fcead40
T47.1,T47_S14.M04,23,47,1,S14,S,14,Zou,155,4,0,21,73,0.8750,0.2222,0.8235,0.8463,2.2476,0.9142,1.8772,1931.0,1.64,7.69,0,(89/98),0.9259,1.0000,0.1379,0.0800,0.6727,0.8185,high,high,3,0,0,39b48036b124bc7c16d1a0d092d6d730
T47.1,T47_S14.M05,23,47,1,S14,S,14,Zou,155,5,0,18,73,0.8929,0.2958,0.7874,0.8618,1.4502,0.9338,2.0108,1760.1,0.26,7.66,0,(89/98),0.9259,0.9565,0.1071,0.1200,0.6510,0.7017,high,high,3,0,0,93dfd1f0b88de7d00659d9e5d7e208e2
T47.1,T47_S14.M06,23,47,1,S14,S,14,Zou,155,6,0,20,73,0.8750,0.2899,0.7840,0.8635,1.8227,0.8443,1.8337,1803.4,0.84,8.88,0,(89/98),0.9630,1.0000,0.0714,0.1154,0.5056,0.6129,high,high,3,0,0,8b116a53b4f0c9f70074b0ccc7ba7d0f
T47.1,T47_S14.M07,23,47,1,S14,S,14,Zou,155,7,0,8,73,0.8214,0.2069,0.8070,0.8992,0.9039,0.5346,1.6952,1616.9,0.63,3.10,0,(89/89),0.8889,1.0000,0.0000,0.0417,0.3890,0.4636,high,high,3,0,0,7c229939584cc57c0ac3873af0f1a466
T47.1,T47_S14.M08,23,47,1,S14,S,14,Zou,155,8,0,9,73,0.8036,0.1818,0.8108,0.8927,0.9904,0.5330,1.7125,1608.1,0.66,3.98,0,(89/89),0.8889,0.9565,0.0000,0.0000,0.3893,0.4635,high,high,3,0,0,027cbf37a490e3763b26abe3bfa1a707
T47.1,T47_S14.M09,23,47,1,S14,S,14,Zou,155,9,0,6,73,0.8214,0.1154,0.8518,0.8672,1.8836,0.6859,1.7319,1514.0,1.25,8.22,0,(89/89),0.8889,1.0000,0.0000,0.0417,0.3898,0.4634,high,high,3,0,0,7c5a26520d8e11eb7270e35bf41d179d
T47.1,T47_S14.M10,23,47,1,S14,S,14,Zou,155,10,0,10,73,0.8571,0.1864,0.8348,0.8844,1.4364,0.6933,1.7398,1611.1,0.58,7.08,0,(89/89),0.8889,1.0000,0.0000,0.0417,0.3893,0.4637,high,high,3,0,0,e20c6ae4ac638247739a18c9110b3cc6
T47.1,T47_S15.M01,23,47,1,S15,S,15,Fernandez-Recio,59,1,0,7,73,0.5357,0.4915,0.5217,0.6166,4.4838,1.4078,2.4396,1668.9,4.03,10.84,0,(89/79),0.7778,0.8696,0.2222,0.0909,0.9576,0.9829,medium,medium,2,0,0,c29a3cdae8f5388945690819cf91186e
T47.1,T47_S15.M02,23,47,1,S15,S,15,Fernandez-Recio,59,2,0,6,73,0.7679,0.2037,0.7818,0.8922,0.8948,0.4435,1.5276,1629.4,0.74,2.09,0,(89/98),0.8889,0.8696,0.0769,0.1304,0.3917,0.4666,high,high,3,0,0,e07056e8345effdff4f8c14056ac531b
T47.1,T47_S15.M03,23,47,1,S15,S,15,Fernandez-Recio,59,3,0,4,73,0.8214,0.1636,0.8288,0.9076,0.8862,0.4657,1.3927,1700.8,0.73,2.19,0,(89/98),0.8889,0.9130,0.0400,0.1250,0.3917,0.4666,high,high,3,0,0,8549bfd6ae5d1acf60dedf3d00e6fa41
T47.1,T47_S15.M04,23,47,1,S15,S,15,Fernandez-Recio,59,4,0,5,73,0.5357,0.4737,0.5310,0.6048,4.9679,1.4035,2.4252,1653.9,4.53,11.85,0,(89/79),0.7778,0.8696,0.2222,0.0909,0.7746,1.0081,medium,medium,2,0,0,92d76e531afb9a769fc14f17760e5f5f
T47.1,T47_S15.M05,23,47,1,S15,S,15,Fernandez-Recio,59,5,0,2,73,0.7857,0.2414,0.7719,0.8930,0.7253,0.4987,1.4398,1719.0,0.34,2.85,0,(89/98),0.8519,0.9130,0.0417,0.1250,0.3917,0.4667,high,high,3,0,0,61b4c453584860668eaa608b2d47d2ca
