dataset,condition,target_index,target_total,target,pose_model,input_rank,tradock_rank,score,dockq,irmsd,crmsd,intersection,classification,success,status,message,pred_rec,pred_lig
DB5,holo,3,218,2W9E,lightdock_1,1,3,-1000000.000000,0.004000,32.747402,27.298903,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/2W9E/2W9E_r_b.pdb,/root/PPCBench/results/DB5/lightdock_1/2W9E/2W9E_lightdock_1_id.pdb
DB5,holo,3,218,2W9E,lightdock_2,2,4,-1000000.000000,0.004000,34.495102,26.484293,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/2W9E/2W9E_r_b.pdb,/root/PPCBench/results/DB5/lightdock_2/2W9E/2W9E_lightdock_2_id.pdb
DB5,holo,3,218,2W9E,lightdock_3,3,5,-1000000.000000,0.003000,43.154987,28.269642,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/2W9E/2W9E_r_b.pdb,/root/PPCBench/results/DB5/lightdock_3/2W9E/2W9E_lightdock_3_id.pdb
DB5,holo,3,218,2W9E,lightdock_4,4,1,-0.589884,0.005000,23.718351,24.260977,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/2W9E/2W9E_r_b.pdb,/root/PPCBench/results/DB5/lightdock_4/2W9E/2W9E_lightdock_4_id.pdb
DB5,holo,3,218,2W9E,lightdock_5,5,2,-0.992567,0.005000,33.136364,23.679209,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/2W9E/2W9E_r_b.pdb,/root/PPCBench/results/DB5/lightdock_5/2W9E/2W9E_lightdock_5_id.pdb
DB5,holo,4,218,1F34,lightdock_1,1,1,-1000000.000000,0.004000,34.803688,29.069904,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1F34/1F34_r_b.pdb,/root/PPCBench/results/DB5/lightdock_1/1F34/1F34_lightdock_1_id.pdb
DB5,holo,4,218,1F34,lightdock_2,2,2,-1000000.000000,0.004000,37.697689,29.548397,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1F34/1F34_r_b.pdb,/root/PPCBench/results/DB5/lightdock_2/1F34/1F34_lightdock_2_id.pdb
DB5,holo,4,218,1F34,lightdock_3,3,3,-1000000.000000,0.003000,37.865513,33.365509,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1F34/1F34_r_b.pdb,/root/PPCBench/results/DB5/lightdock_3/1F34/1F34_lightdock_3_id.pdb
DB5,holo,4,218,1F34,lightdock_4,4,4,-1000000.000000,0.003000,37.979397,33.446236,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1F34/1F34_r_b.pdb,/root/PPCBench/results/DB5/lightdock_4/1F34/1F34_lightdock_4_id.pdb
DB5,holo,4,218,1F34,lightdock_5,5,5,-1000000.000000,0.004000,34.994995,28.901560,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1F34/1F34_r_b.pdb,/root/PPCBench/results/DB5/lightdock_5/1F34/1F34_lightdock_5_id.pdb
DB5,holo,5,218,1ACB,lightdock_1,1,3,-0.917039,0.018000,15.448214,16.193348,49.020123,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1ACB/1ACB_r_b.pdb,/root/PPCBench/results/DB5/lightdock_1/1ACB/1ACB_lightdock_1_id.pdb
DB5,holo,5,218,1ACB,lightdock_2,2,5,-0.920004,0.018000,15.449458,16.140785,49.530120,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1ACB/1ACB_r_b.pdb,/root/PPCBench/results/DB5/lightdock_2/1ACB/1ACB_lightdock_2_id.pdb
DB5,holo,5,218,1ACB,lightdock_3,3,4,-0.917298,0.035000,9.744339,11.340114,37.550524,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1ACB/1ACB_r_b.pdb,/root/PPCBench/results/DB5/lightdock_3/1ACB/1ACB_lightdock_3_id.pdb
DB5,holo,5,218,1ACB,lightdock_4,4,1,-0.827552,0.022000,16.093018,12.489730,24.653915,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1ACB/1ACB_r_b.pdb,/root/PPCBench/results/DB5/lightdock_4/1ACB/1ACB_lightdock_4_id.pdb
DB5,holo,5,218,1ACB,lightdock_5,5,2,-0.901407,0.022000,12.196995,13.538476,39.643765,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1ACB/1ACB_r_b.pdb,/root/PPCBench/results/DB5/lightdock_5/1ACB/1ACB_lightdock_5_id.pdb
DB5,holo,6,218,4POU,lightdock_1,1,3,-0.726694,0.034000,11.120562,14.689759,5.078680,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/4POU/4POU_r_b.pdb,/root/PPCBench/results/DB5/lightdock_1/4POU/4POU_lightdock_1_id.pdb
DB5,holo,6,218,4POU,lightdock_2,2,2,-0.720992,0.034000,11.211672,14.740944,4.756028,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/4POU/4POU_r_b.pdb,/root/PPCBench/results/DB5/lightdock_2/4POU/4POU_lightdock_2_id.pdb
DB5,holo,6,218,4POU,lightdock_3,3,1,-0.719716,0.028000,14.124143,14.603021,5.471152,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/4POU/4POU_r_b.pdb,/root/PPCBench/results/DB5/lightdock_3/4POU/4POU_lightdock_3_id.pdb
DB5,holo,6,218,4POU,lightdock_4,4,5,-0.832719,0.010000,19.725571,18.918264,7.695673,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/4POU/4POU_r_b.pdb,/root/PPCBench/results/DB5/lightdock_4/4POU/4POU_lightdock_4_id.pdb
DB5,holo,6,218,4POU,lightdock_5,5,4,-0.824004,0.019000,10.272173,15.760741,15.554674,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/4POU/4POU_r_b.pdb,/root/PPCBench/results/DB5/lightdock_5/4POU/4POU_lightdock_5_id.pdb
DB5,holo,7,218,1IRA,lightdock_1,1,3,-1000000.000000,0.004000,38.650711,38.002411,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1IRA/1IRA_r_b.pdb,/root/PPCBench/results/DB5/lightdock_1/1IRA/1IRA_lightdock_1_id.pdb
DB5,holo,7,218,1IRA,lightdock_2,2,1,-0.709041,0.009000,31.934042,26.069952,0.304311,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1IRA/1IRA_r_b.pdb,/root/PPCBench/results/DB5/lightdock_2/1IRA/1IRA_lightdock_2_id.pdb
DB5,holo,7,218,1IRA,lightdock_3,3,4,-1000000.000000,0.003000,52.006088,44.168167,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1IRA/1IRA_r_b.pdb,/root/PPCBench/results/DB5/lightdock_3/1IRA/1IRA_lightdock_3_id.pdb
DB5,holo,7,218,1IRA,lightdock_4,4,5,-1000000.000000,0.004000,42.668842,38.323841,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1IRA/1IRA_r_b.pdb,/root/PPCBench/results/DB5/lightdock_4/1IRA/1IRA_lightdock_4_id.pdb
DB5,holo,7,218,1IRA,lightdock_5,5,2,-0.740147,0.009000,28.716064,25.282801,0.722725,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1IRA/1IRA_r_b.pdb,/root/PPCBench/results/DB5/lightdock_5/1IRA/1IRA_lightdock_5_id.pdb
DB5,holo,8,218,2J7P,lightdock_1,1,3,-1000000.000000,0.004000,39.669060,34.223419,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/2J7P/2J7P_r_b.pdb,/root/PPCBench/results/DB5/lightdock_1/2J7P/2J7P_lightdock_1_id.pdb
DB5,holo,8,218,2J7P,lightdock_2,2,4,-1000000.000000,0.004000,39.584274,34.165558,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/2J7P/2J7P_r_b.pdb,/root/PPCBench/results/DB5/lightdock_2/2J7P/2J7P_lightdock_2_id.pdb
DB5,holo,8,218,2J7P,lightdock_3,3,2,-0.661901,0.004000,42.135429,36.405880,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/2J7P/2J7P_r_b.pdb,/root/PPCBench/results/DB5/lightdock_3/2J7P/2J7P_lightdock_3_id.pdb
DB5,holo,8,218,2J7P,lightdock_4,4,1,-0.591260,0.004000,36.351498,35.195328,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/2J7P/2J7P_r_b.pdb,/root/PPCBench/results/DB5/lightdock_4/2J7P/2J7P_lightdock_4_id.pdb
DB5,holo,8,218,2J7P,lightdock_5,5,5,-1000000.000000,0.005000,38.305542,31.964796,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/2J7P/2J7P_r_b.pdb,/root/PPCBench/results/DB5/lightdock_5/2J7P/2J7P_lightdock_5_id.pdb
DB5,holo,9,218,1Z5Y,lightdock_1,1,1,-0.479431,0.024000,18.169209,15.883978,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1Z5Y/1Z5Y_r_b.pdb,/root/PPCBench/results/DB5/lightdock_1/1Z5Y/1Z5Y_lightdock_1_id.pdb
DB5,holo,9,218,1Z5Y,lightdock_2,2,4,-0.750719,0.017000,24.258480,19.865870,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1Z5Y/1Z5Y_r_b.pdb,/root/PPCBench/results/DB5/lightdock_2/1Z5Y/1Z5Y_lightdock_2_id.pdb
DB5,holo,9,218,1Z5Y,lightdock_3,3,2,-0.691119,0.036000,10.748411,11.890424,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1Z5Y/1Z5Y_r_b.pdb,/root/PPCBench/results/DB5/lightdock_3/1Z5Y/1Z5Y_lightdock_3_id.pdb
DB5,holo,9,218,1Z5Y,lightdock_4,4,5,-0.811308,0.026000,15.977901,16.474199,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1Z5Y/1Z5Y_r_b.pdb,/root/PPCBench/results/DB5/lightdock_4/1Z5Y/1Z5Y_lightdock_4_id.pdb
DB5,holo,9,218,1Z5Y,lightdock_5,5,3,-0.729189,0.032000,9.225565,11.024282,6.286694,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1Z5Y/1Z5Y_r_b.pdb,/root/PPCBench/results/DB5/lightdock_5/1Z5Y/1Z5Y_lightdock_5_id.pdb
DB5,holo,10,218,1KAC,lightdock_1,1,1,-1000000.000000,0.001000,76.451050,65.299393,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1KAC/1KAC_r_b.pdb,/root/PPCBench/results/DB5/lightdock_1/1KAC/1KAC_lightdock_1_id.pdb
DB5,holo,10,218,1KAC,lightdock_2,2,2,-1000000.000000,0.001000,89.393166,75.921371,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1KAC/1KAC_r_b.pdb,/root/PPCBench/results/DB5/lightdock_2/1KAC/1KAC_lightdock_2_id.pdb
DB5,holo,10,218,1KAC,lightdock_3,3,3,-1000000.000000,0.001000,89.301003,75.866417,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1KAC/1KAC_r_b.pdb,/root/PPCBench/results/DB5/lightdock_3/1KAC/1KAC_lightdock_3_id.pdb
DB5,holo,10,218,1KAC,lightdock_4,4,4,-1000000.000000,0.001000,78.785988,68.603760,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1KAC/1KAC_r_b.pdb,/root/PPCBench/results/DB5/lightdock_4/1KAC/1KAC_lightdock_4_id.pdb
DB5,holo,10,218,1KAC,lightdock_5,5,5,-1000000.000000,0.001000,82.593704,74.758957,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1KAC/1KAC_r_b.pdb,/root/PPCBench/results/DB5/lightdock_5/1KAC/1KAC_lightdock_5_id.pdb
DB5,holo,11,218,1RV6,lightdock_1,1,2,-0.731007,0.020000,12.555080,13.861800,1.374668,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1RV6/1RV6_r_b.pdb,/root/PPCBench/results/DB5/lightdock_1/1RV6/1RV6_lightdock_1_id.pdb
DB5,holo,11,218,1RV6,lightdock_2,2,4,-0.836632,0.016000,21.623522,15.564826,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1RV6/1RV6_r_b.pdb,/root/PPCBench/results/DB5/lightdock_2/1RV6/1RV6_lightdock_2_id.pdb
DB5,holo,11,218,1RV6,lightdock_3,3,3,-0.805713,0.013000,22.469604,17.918509,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1RV6/1RV6_r_b.pdb,/root/PPCBench/results/DB5/lightdock_3/1RV6/1RV6_lightdock_3_id.pdb
DB5,holo,11,218,1RV6,lightdock_4,4,5,-0.892022,0.040000,14.251723,11.035642,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1RV6/1RV6_r_b.pdb,/root/PPCBench/results/DB5/lightdock_4/1RV6/1RV6_lightdock_4_id.pdb
DB5,holo,11,218,1RV6,lightdock_5,5,1,-0.681031,0.032000,14.408028,13.679873,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1RV6/1RV6_r_b.pdb,/root/PPCBench/results/DB5/lightdock_5/1RV6/1RV6_lightdock_5_id.pdb
DB5,holo,12,218,2VXT,lightdock_1,1,5,-0.668412,0.007000,23.428900,22.106186,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/2VXT/2VXT_r_b.pdb,/root/PPCBench/results/DB5/lightdock_1/2VXT/2VXT_lightdock_1_id.pdb
DB5,holo,12,218,2VXT,lightdock_2,2,3,-0.208831,0.021000,21.805723,14.899134,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/2VXT/2VXT_r_b.pdb,/root/PPCBench/results/DB5/lightdock_2/2VXT/2VXT_lightdock_2_id.pdb
DB5,holo,12,218,2VXT,lightdock_3,3,4,-0.237903,0.020000,19.032921,14.375004,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/2VXT/2VXT_r_b.pdb,/root/PPCBench/results/DB5/lightdock_3/2VXT/2VXT_lightdock_3_id.pdb
DB5,holo,12,218,2VXT,lightdock_4,4,2,-0.150915,0.019000,28.079254,14.966331,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/2VXT/2VXT_r_b.pdb,/root/PPCBench/results/DB5/lightdock_4/2VXT/2VXT_lightdock_4_id.pdb
DB5,holo,12,218,2VXT,lightdock_5,5,1,-0.079269,0.019000,28.136595,14.995191,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/2VXT/2VXT_r_b.pdb,/root/PPCBench/results/DB5/lightdock_5/2VXT/2VXT_lightdock_5_id.pdb
DB5,holo,13,218,1OYV,lightdock_1,1,2,-0.763239,0.016000,21.679461,16.794882,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1OYV/1OYV_r_b.pdb,/root/PPCBench/results/DB5/lightdock_1/1OYV/1OYV_lightdock_1_id.pdb
DB5,holo,13,218,1OYV,lightdock_2,2,4,-0.819788,0.027000,14.026387,12.101889,13.862885,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1OYV/1OYV_r_b.pdb,/root/PPCBench/results/DB5/lightdock_2/1OYV/1OYV_lightdock_2_id.pdb
DB5,holo,13,218,1OYV,lightdock_3,3,1,-0.719442,0.020000,14.758595,14.085209,5.051794,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1OYV/1OYV_r_b.pdb,/root/PPCBench/results/DB5/lightdock_3/1OYV/1OYV_lightdock_3_id.pdb
DB5,holo,13,218,1OYV,lightdock_4,4,5,-0.896908,0.022000,16.871073,15.075746,26.796875,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1OYV/1OYV_r_b.pdb,/root/PPCBench/results/DB5/lightdock_4/1OYV/1OYV_lightdock_4_id.pdb
DB5,holo,13,218,1OYV,lightdock_5,5,3,-0.805577,0.030000,14.732097,17.894880,14.543617,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1OYV/1OYV_r_b.pdb,/root/PPCBench/results/DB5/lightdock_5/1OYV/1OYV_lightdock_5_id.pdb
DB5,holo,14,218,3S9D,lightdock_1,1,4,-1000000.000000,0.003000,44.932205,33.641048,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/3S9D/3S9D_r_b.pdb,/root/PPCBench/results/DB5/lightdock_1/3S9D/3S9D_lightdock_1_id.pdb
DB5,holo,14,218,3S9D,lightdock_2,2,2,-0.696467,0.004000,39.045540,26.336424,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/3S9D/3S9D_r_b.pdb,/root/PPCBench/results/DB5/lightdock_2/3S9D/3S9D_lightdock_2_id.pdb
DB5,holo,14,218,3S9D,lightdock_3,3,3,-0.759258,0.004000,38.719723,26.247814,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/3S9D/3S9D_r_b.pdb,/root/PPCBench/results/DB5/lightdock_3/3S9D/3S9D_lightdock_3_id.pdb
DB5,holo,14,218,3S9D,lightdock_4,4,5,-1000000.000000,0.003000,45.030209,33.711327,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/3S9D/3S9D_r_b.pdb,/root/PPCBench/results/DB5/lightdock_4/3S9D/3S9D_lightdock_4_id.pdb
DB5,holo,14,218,3S9D,lightdock_5,5,1,0.092808,0.003000,36.832150,31.401171,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/3S9D/3S9D_r_b.pdb,/root/PPCBench/results/DB5/lightdock_5/3S9D/3S9D_lightdock_5_id.pdb
DB5,holo,15,218,1KXP,lightdock_1,1,2,-0.730539,0.007000,34.333424,27.477835,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1KXP/1KXP_r_b.pdb,/root/PPCBench/results/DB5/lightdock_1/1KXP/1KXP_lightdock_1_id.pdb
DB5,holo,15,218,1KXP,lightdock_2,2,4,-1000000.000000,0.003000,38.840179,35.122719,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1KXP/1KXP_r_b.pdb,/root/PPCBench/results/DB5/lightdock_2/1KXP/1KXP_lightdock_2_id.pdb
DB5,holo,15,218,1KXP,lightdock_3,3,5,-1000000.000000,0.004000,35.976608,33.536083,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1KXP/1KXP_r_b.pdb,/root/PPCBench/results/DB5/lightdock_3/1KXP/1KXP_lightdock_3_id.pdb
DB5,holo,15,218,1KXP,lightdock_4,4,3,-0.753211,0.004000,31.028378,30.022444,2.779241,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1KXP/1KXP_r_b.pdb,/root/PPCBench/results/DB5/lightdock_4/1KXP/1KXP_lightdock_4_id.pdb
DB5,holo,15,218,1KXP,lightdock_5,5,1,-0.709264,0.003000,41.211426,32.675774,0.926821,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1KXP/1KXP_r_b.pdb,/root/PPCBench/results/DB5/lightdock_5/1KXP/1KXP_lightdock_5_id.pdb
DB5,holo,16,218,3P57,lightdock_1,1,5,-0.808808,0.014000,25.893274,19.965073,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/3P57/3P57_r_b.pdb,/root/PPCBench/results/DB5/lightdock_1/3P57/3P57_lightdock_1_id.pdb
DB5,holo,16,218,3P57,lightdock_2,2,3,-0.728460,0.033000,9.713914,9.326704,4.474277,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/3P57/3P57_r_b.pdb,/root/PPCBench/results/DB5/lightdock_2/3P57/3P57_lightdock_2_id.pdb
DB5,holo,16,218,3P57,lightdock_3,3,2,-0.712085,0.007000,22.206890,19.916389,1.194196,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/3P57/3P57_r_b.pdb,/root/PPCBench/results/DB5/lightdock_3/3P57/3P57_lightdock_3_id.pdb
DB5,holo,16,218,3P57,lightdock_4,4,1,-0.699228,0.014000,24.977615,21.023245,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/3P57/3P57_r_b.pdb,/root/PPCBench/results/DB5/lightdock_4/3P57/3P57_lightdock_4_id.pdb
DB5,holo,16,218,3P57,lightdock_5,5,4,-0.732300,0.010000,25.043398,22.248991,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/3P57/3P57_r_b.pdb,/root/PPCBench/results/DB5/lightdock_5/3P57/3P57_lightdock_5_id.pdb
DB5,holo,17,218,2HLE,lightdock_1,1,3,-0.786951,0.057000,10.891550,13.171131,20.634167,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/2HLE/2HLE_r_b.pdb,/root/PPCBench/results/DB5/lightdock_1/2HLE/2HLE_lightdock_1_id.pdb
DB5,holo,17,218,2HLE,lightdock_2,2,2,-0.765531,0.056000,10.780672,13.358979,23.175613,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/2HLE/2HLE_r_b.pdb,/root/PPCBench/results/DB5/lightdock_2/2HLE/2HLE_lightdock_2_id.pdb
DB5,holo,17,218,2HLE,lightdock_3,3,4,-0.790025,0.034000,11.365555,20.220636,24.619948,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/2HLE/2HLE_r_b.pdb,/root/PPCBench/results/DB5/lightdock_3/2HLE/2HLE_lightdock_3_id.pdb
DB5,holo,17,218,2HLE,lightdock_4,4,1,-0.712931,0.042000,16.664000,12.968266,6.149846,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/2HLE/2HLE_r_b.pdb,/root/PPCBench/results/DB5/lightdock_4/2HLE/2HLE_lightdock_4_id.pdb
DB5,holo,17,218,2HLE,lightdock_5,5,5,-0.815637,0.034000,12.182875,20.626764,39.913388,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/2HLE/2HLE_r_b.pdb,/root/PPCBench/results/DB5/lightdock_5/2HLE/2HLE_lightdock_5_id.pdb
DB5,holo,18,218,1GLA,lightdock_1,1,4,-1000000.000000,0.010000,22.558210,16.459417,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1GLA/1GLA_r_b.pdb,/root/PPCBench/results/DB5/lightdock_1/1GLA/1GLA_lightdock_1_id.pdb
DB5,holo,18,218,1GLA,lightdock_2,2,1,-0.332770,0.010000,25.900604,16.992289,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1GLA/1GLA_r_b.pdb,/root/PPCBench/results/DB5/lightdock_2/1GLA/1GLA_lightdock_2_id.pdb
DB5,holo,18,218,1GLA,lightdock_3,3,2,-0.433085,0.014000,17.515921,14.459308,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1GLA/1GLA_r_b.pdb,/root/PPCBench/results/DB5/lightdock_3/1GLA/1GLA_lightdock_3_id.pdb
DB5,holo,18,218,1GLA,lightdock_4,4,5,-1000000.000000,0.009000,27.515089,18.447458,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1GLA/1GLA_r_b.pdb,/root/PPCBench/results/DB5/lightdock_4/1GLA/1GLA_lightdock_4_id.pdb
DB5,holo,18,218,1GLA,lightdock_5,5,3,-0.752473,0.007000,26.656460,24.333548,5.252954,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1GLA/1GLA_r_b.pdb,/root/PPCBench/results/DB5/lightdock_5/1GLA/1GLA_lightdock_5_id.pdb
DB5,holo,19,218,1IB1,lightdock_1,1,1,-1000000.000000,0.002000,49.856514,43.396996,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1IB1/1IB1_r_b.pdb,/root/PPCBench/results/DB5/lightdock_1/1IB1/1IB1_lightdock_1_id.pdb
DB5,holo,19,218,1IB1,lightdock_2,2,2,-1000000.000000,0.002000,48.416119,37.451866,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1IB1/1IB1_r_b.pdb,/root/PPCBench/results/DB5/lightdock_2/1IB1/1IB1_lightdock_2_id.pdb
DB5,holo,19,218,1IB1,lightdock_3,3,3,-1000000.000000,0.003000,50.422066,34.178593,0.000000,unacceptable,0,done,,/root/PPCBench/dataset/DB5/structures/1IB1/1IB1_r_b.pdb,/root/PPCBench/results/DB5/lightdock_3/1IB1/1IB1_lightdock_3_id.pdb
