dataset,condition,target_index,target_total,target,pose_model,input_rank,tradock_rank,score,dockq,irmsd,crmsd,intersection,classification,success,status,message,pred_rec,pred_lig
DB5-g-u,apo_geodock,15,218,1KXP,geodock,1,1,-0.690251,0.272000,2.662659,3.878973,0.354927,acceptable,1,done,,/root/PPCBench/results/DB5-g-u/geodock/1KXP/1KXP_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1KXP/1KXP_geodock_id.pdb
DB5-g-u,apo_geodock,16,218,3P57,geodock,1,1,-0.713254,0.050000,8.993014,19.102703,4.768039,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/3P57/3P57_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/3P57/3P57_geodock_id.pdb
DB5-g-u,apo_geodock,17,218,2HLE,geodock,1,1,-0.786580,0.010000,18.711107,20.209509,1.370790,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/2HLE/2HLE_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/2HLE/2HLE_geodock_id.pdb
DB5-g-u,apo_geodock,18,218,1GLA,geodock,1,1,-0.745128,0.014000,14.926872,17.565298,11.165854,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1GLA/1GLA_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1GLA/1GLA_geodock_id.pdb
DB5-g-u,apo_geodock,19,218,1IB1,geodock,1,1,-0.608586,0.030000,17.506207,12.328367,0.000000,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1IB1/1IB1_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1IB1/1IB1_geodock_id.pdb
DB5-g-u,apo_geodock,20,218,2AJF,geodock,1,1,-0.746516,0.007000,29.844292,21.746288,4.386945,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/2AJF/2AJF_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/2AJF/2AJF_geodock_id.pdb
DB5-g-u,apo_geodock,21,218,5O1R,geodock,1,1,-0.708199,0.009000,21.571636,22.022764,0.000000,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/5O1R/5O1R_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/5O1R/5O1R_geodock_id.pdb
DB5-g-u,apo_geodock,22,218,1HE8,geodock,1,1,-0.722580,0.003000,38.259075,38.234581,3.176145,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1HE8/1HE8_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1HE8/1HE8_geodock_id.pdb
DB5-g-u,apo_geodock,23,218,4JCV,geodock,1,1,-0.742348,0.006000,25.672300,27.011707,0.029198,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/4JCV/4JCV_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/4JCV/4JCV_geodock_id.pdb
DB5-g-u,apo_geodock,24,218,3RVW,geodock,1,1,-0.683727,0.007000,22.337963,28.501047,0.898487,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/3RVW/3RVW_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/3RVW/3RVW_geodock_id.pdb
DB5-g-u,apo_geodock,25,218,1H1V,geodock,1,1,-0.695005,0.020000,10.237396,11.802520,0.041726,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1H1V/1H1V_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1H1V/1H1V_geodock_id.pdb
DB5-g-u,apo_geodock,26,218,5KOV,geodock,1,1,-0.726288,0.016000,18.580229,17.941433,3.411230,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/5KOV/5KOV_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/5KOV/5KOV_geodock_id.pdb
DB5-g-u,apo_geodock,27,218,1EZU,geodock,1,1,-0.748847,0.010000,26.904060,21.473619,3.233418,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1EZU/1EZU_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1EZU/1EZU_geodock_id.pdb
DB5-g-u,apo_geodock,28,218,6DBG,geodock,1,1,-0.732192,0.157000,4.910901,4.722229,1.121637,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/6DBG/6DBG_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/6DBG/6DBG_geodock_id.pdb
DB5-g-u,apo_geodock,29,218,2FJU,geodock,1,1,-0.670521,0.007000,17.753277,22.153547,0.673336,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/2FJU/2FJU_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/2FJU/2FJU_geodock_id.pdb
DB5-g-u,apo_geodock,30,218,1PXV,geodock,1,1,-0.747222,0.020000,11.737350,15.690322,4.188082,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1PXV/1PXV_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1PXV/1PXV_geodock_id.pdb
DB5-g-u,apo_geodock,31,218,1MLC,geodock,1,1,-0.754978,0.009000,20.350647,22.628693,1.230907,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1MLC/1MLC_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1MLC/1MLC_geodock_id.pdb
DB5-g-u,apo_geodock,32,218,3HMX,geodock,1,1,-0.753641,0.003000,42.798992,36.912186,3.322565,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/3HMX/3HMX_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/3HMX/3HMX_geodock_id.pdb
DB5-g-u,apo_geodock,33,218,2I25,geodock,1,1,-0.751733,0.025000,7.045463,18.134258,9.271036,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/2I25/2I25_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/2I25/2I25_geodock_id.pdb
DB5-g-u,apo_geodock,34,218,1XQS,geodock,1,1,-0.709670,0.023000,15.938744,17.006088,2.538629,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1XQS/1XQS_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1XQS/1XQS_geodock_id.pdb
DB5-g-u,apo_geodock,35,218,1M10,geodock,1,1,-0.716858,0.053000,9.861921,14.376853,1.425664,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1M10/1M10_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1M10/1M10_geodock_id.pdb
DB5-g-u,apo_geodock,36,218,1I2M,geodock,1,1,-0.733573,0.069000,11.215010,9.426710,2.153913,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1I2M/1I2M_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1I2M/1I2M_geodock_id.pdb
DB5-g-u,apo_geodock,37,218,2Z0E,geodock,1,1,-0.696624,0.019000,16.782703,22.986034,3.377434,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/2Z0E/2Z0E_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/2Z0E/2Z0E_geodock_id.pdb
DB5-g-u,apo_geodock,38,218,1LFD,geodock,1,1,-0.743305,0.046000,14.865419,11.608076,1.128773,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1LFD/1LFD_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1LFD/1LFD_geodock_id.pdb
DB5-g-u,apo_geodock,39,218,1PVH,geodock,1,1,-0.671143,0.033000,8.518280,19.207092,0.984173,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1PVH/1PVH_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1PVH/1PVH_geodock_id.pdb
DB5-g-u,apo_geodock,40,218,6A0Z,geodock,1,1,-0.749982,0.006000,19.752972,32.484192,0.267876,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/6A0Z/6A0Z_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/6A0Z/6A0Z_geodock_id.pdb
DB5-g-u,apo_geodock,41,218,2VIS,geodock,1,1,0.000000,0.003000,34.194420,32.216881,0.000000,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/2VIS/2VIS_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/2VIS/2VIS_geodock_id.pdb
DB5-g-u,apo_geodock,42,218,4G6M,geodock,1,1,-0.845312,0.005000,33.669937,33.243549,26.266987,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/4G6M/4G6M_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/4G6M/4G6M_geodock_id.pdb
DB5-g-u,apo_geodock,43,218,1M27,geodock,1,1,-0.871827,0.016000,18.581329,16.518042,16.183685,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1M27/1M27_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1M27/1M27_geodock_id.pdb
DB5-g-u,apo_geodock,44,218,1IJK,geodock,1,1,-0.703223,0.073000,6.972357,10.671206,0.587525,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1IJK/1IJK_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1IJK/1IJK_geodock_id.pdb
DB5-g-u,apo_geodock,45,218,3R9A,geodock,1,1,-0.742414,0.043000,10.084284,20.291006,5.625148,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/3R9A/3R9A_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/3R9A/3R9A_geodock_id.pdb
DB5-g-u,apo_geodock,46,218,5Y9J,geodock,1,1,-0.796815,0.007000,25.241390,28.107100,0.051352,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/5Y9J/5Y9J_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/5Y9J/5Y9J_geodock_id.pdb
DB5-g-u,apo_geodock,47,218,1HCF,geodock,1,1,-0.717651,0.103000,7.013122,6.527551,7.310499,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1HCF/1HCF_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1HCF/1HCF_geodock_id.pdb
DB5-g-u,apo_geodock,48,218,3PC8,geodock,1,1,-0.710851,0.280000,2.036593,4.232617,2.799316,acceptable,1,done,,/root/PPCBench/results/DB5-g-u/geodock/3PC8/3PC8_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/3PC8/3PC8_geodock_id.pdb
DB5-g-u,apo_geodock,49,218,1AK4,geodock,1,1,-0.860483,0.030000,16.005825,17.663309,7.018807,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1AK4/1AK4_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1AK4/1AK4_geodock_id.pdb
DB5-g-u,apo_geodock,50,218,2GAF,geodock,1,1,-0.806935,0.025000,24.271904,18.171598,0.404405,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/2GAF/2GAF_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/2GAF/2GAF_geodock_id.pdb
DB5-g-u,apo_geodock,51,218,1FQ1,geodock,1,1,-0.772632,0.016000,13.267953,16.360207,0.782389,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1FQ1/1FQ1_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1FQ1/1FQ1_geodock_id.pdb
DB5-g-u,apo_geodock,52,218,1I4D,geodock,1,1,-0.698968,0.012000,10.542804,19.657524,0.737438,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1I4D/1I4D_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1I4D/1I4D_geodock_id.pdb
DB5-g-u,apo_geodock,53,218,1E6J,geodock,1,1,-0.705918,0.009000,19.611444,20.385324,5.691283,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1E6J/1E6J_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1E6J/1E6J_geodock_id.pdb
DB5-g-u,apo_geodock,54,218,3EO1,geodock,1,1,-0.723726,0.004000,36.509521,32.983452,4.043673,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/3EO1/3EO1_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/3EO1/3EO1_geodock_id.pdb
DB5-g-u,apo_geodock,55,218,3LVK,geodock,1,1,-0.676109,0.032000,13.700315,7.807999,0.191952,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/3LVK/3LVK_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/3LVK/3LVK_geodock_id.pdb
DB5-g-u,apo_geodock,56,218,6A77,geodock,1,1,-0.677873,0.015000,16.440573,15.965910,2.429188,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/6A77/6A77_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/6A77/6A77_geodock_id.pdb
DB5-g-u,apo_geodock,57,218,2YVJ,geodock,1,1,-0.710351,0.099000,6.412673,6.044341,1.075329,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/2YVJ/2YVJ_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/2YVJ/2YVJ_geodock_id.pdb
DB5-g-u,apo_geodock,58,218,7CEI,geodock,1,1,-0.746064,0.017000,11.421717,14.892035,7.956066,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/7CEI/7CEI_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/7CEI/7CEI_geodock_id.pdb
DB5-g-u,apo_geodock,59,218,1RKE,geodock,1,1,-0.720366,0.210000,4.097017,4.353492,0.780074,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1RKE/1RKE_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1RKE/1RKE_geodock_id.pdb
DB5-g-u,apo_geodock,60,218,3K75,geodock,1,1,-0.673778,0.031000,8.871682,18.579414,2.247775,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/3K75/3K75_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/3K75/3K75_geodock_id.pdb
DB5-g-u,apo_geodock,61,218,1JTG,geodock,1,1,-0.705721,0.023000,10.657060,14.187848,4.620962,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1JTG/1JTG_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1JTG/1JTG_geodock_id.pdb
DB5-g-u,apo_geodock,62,218,5SV3,geodock,1,1,-0.661120,0.006000,26.816654,22.205240,0.000000,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/5SV3/5SV3_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/5SV3/5SV3_geodock_id.pdb
DB5-g-u,apo_geodock,63,218,1ATN,geodock,1,1,-0.704834,0.005000,26.529440,26.966677,2.443037,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1ATN/1ATN_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1ATN/1ATN_geodock_id.pdb
DB5-g-u,apo_geodock,64,218,3MXW,geodock,1,1,-0.756096,0.007000,24.897686,24.086103,0.508576,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/3MXW/3MXW_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/3MXW/3MXW_geodock_id.pdb
DB5-g-u,apo_geodock,65,218,2X9A,geodock,1,1,-0.782411,0.053000,7.692036,11.374863,17.799592,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/2X9A/2X9A_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/2X9A/2X9A_geodock_id.pdb
DB5-g-u,apo_geodock,66,218,3H2V,geodock,1,1,-0.799250,0.019000,14.152980,13.803740,11.317364,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/3H2V/3H2V_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/3H2V/3H2V_geodock_id.pdb
DB5-g-u,apo_geodock,67,218,6OC3,geodock,1,1,-0.679032,0.008000,18.777809,23.062500,0.000000,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/6OC3/6OC3_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/6OC3/6OC3_geodock_id.pdb
DB5-g-u,apo_geodock,68,218,1WDW,geodock,1,1,-0.845706,0.003000,35.003242,36.055389,7.631488,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1WDW/1WDW_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1WDW/1WDW_geodock_id.pdb
DB5-g-u,apo_geodock,69,218,2CFH,geodock,1,1,-0.680030,0.171000,5.268125,5.391303,1.501109,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/2CFH/2CFH_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/2CFH/2CFH_geodock_id.pdb
DB5-g-u,apo_geodock,70,218,1JIW,geodock,1,1,-0.704098,0.037000,10.540844,8.838288,4.311953,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1JIW/1JIW_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1JIW/1JIW_geodock_id.pdb
DB5-g-u,apo_geodock,71,218,2SIC,geodock,1,1,-0.690066,0.036000,17.142879,12.351403,9.667639,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/2SIC/2SIC_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/2SIC/2SIC_geodock_id.pdb
DB5-g-u,apo_geodock,72,218,4IZ7,geodock,1,1,-0.721730,0.072000,10.681677,7.788858,5.394166,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/4IZ7/4IZ7_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/4IZ7/4IZ7_geodock_id.pdb
DB5-g-u,apo_geodock,73,218,3A4S,geodock,1,1,-0.694368,0.024000,14.032501,13.032172,8.940051,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/3A4S/3A4S_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/3A4S/3A4S_geodock_id.pdb
DB5-g-u,apo_geodock,74,218,3BP8,geodock,1,1,-0.686642,0.014000,17.232075,11.908346,1.990960,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/3BP8/3BP8_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/3BP8/3BP8_geodock_id.pdb
DB5-g-u,apo_geodock,75,218,1JMO,geodock,1,1,-0.685833,0.007000,26.513479,24.792320,1.677773,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1JMO/1JMO_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1JMO/1JMO_geodock_id.pdb
DB5-g-u,apo_geodock,76,218,1GRN,geodock,1,1,-0.674944,0.070000,6.413540,7.515071,1.060742,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1GRN/1GRN_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1GRN/1GRN_geodock_id.pdb
DB5-g-u,apo_geodock,77,218,1MQ8,geodock,1,1,-0.813328,0.127000,6.564753,11.728054,6.878365,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1MQ8/1MQ8_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1MQ8/1MQ8_geodock_id.pdb
DB5-g-u,apo_geodock,78,218,1FC2,geodock,1,1,-0.747204,0.022000,13.791613,13.581216,8.641955,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1FC2/1FC2_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1FC2/1FC2_geodock_id.pdb
DB5-g-u,apo_geodock,79,218,1CGI,geodock,1,1,-0.666072,0.188000,5.119810,4.719838,6.729366,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1CGI/1CGI_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1CGI/1CGI_geodock_id.pdb
DB5-g-u,apo_geodock,80,218,1TMQ,geodock,1,1,-0.750102,0.016000,18.424337,14.724547,9.046304,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1TMQ/1TMQ_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1TMQ/1TMQ_geodock_id.pdb
DB5-g-u,apo_geodock,81,218,6B0S,geodock,1,1,-0.793112,0.011000,23.759754,19.273577,3.301330,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/6B0S/6B0S_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/6B0S/6B0S_geodock_id.pdb
DB5-g-u,apo_geodock,82,218,3CPH,geodock,1,1,-0.720299,0.089000,7.965181,8.895218,1.014282,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/3CPH/3CPH_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/3CPH/3CPH_geodock_id.pdb
DB5-g-u,apo_geodock,83,218,1A2K,geodock,1,1,-0.695031,0.054000,5.655059,9.495157,2.127182,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1A2K/1A2K_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1A2K/1A2K_geodock_id.pdb
DB5-g-u,apo_geodock,84,218,4M5Z,geodock,1,1,-0.789175,0.007000,19.260305,25.066423,0.162066,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/4M5Z/4M5Z_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/4M5Z/4M5Z_geodock_id.pdb
DB5-g-u,apo_geodock,85,218,2A1A,geodock,1,1,-0.732478,0.006000,23.776617,24.802588,15.088719,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/2A1A/2A1A_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/2A1A/2A1A_geodock_id.pdb
DB5-g-u,apo_geodock,86,218,2MTA,geodock,1,1,-0.688178,0.011000,17.284084,16.683624,0.814461,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/2MTA/2MTA_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/2MTA/2MTA_geodock_id.pdb
DB5-g-u,apo_geodock,87,218,1F6M,geodock,1,1,-0.671468,0.009000,17.728090,21.096302,1.735753,unacceptable,0,done,,/root/PPCBench/results/DB5-g-u/geodock/1F6M/1F6M_geodock_rec_id.pdb,/root/PPCBench/results/DB5-g-u/geodock/1F6M/1F6M_geodock_id.pdb
