target_id,identification,round,target,interface,p_id,p_type,p_rank,name,uid,model,e,nclash,threshold,fnat,fnonnat,f1,dockq,lrms,irms,srms,ia,dL,thetaL,nchain,(ligand_coverage/receptor_coverage),fIR_L,fIR_R,fOP_L,fOP_R,mrms_L,mrms_R,classification,main_classification,stars,clashes,low_id,md5
T41.1,T41_S06.M02,19,41,1,S06,S,6,Weng,78,2,0,12,80,0.6271,0.4638,0.5781,0.4511,9.3284,2.4500,3.5538,1923.5,7.88,31.35,0,(103/113),0.8800,0.9167,0.1200,0.1538,1.2843,0.8637,acceptable,acceptable,1,0,0,b29c77a3c1c7e4b5d2d54e7d06ec7b4b
T41.1,T41_S06.M03,19,41,1,S06,S,6,Weng,78,3,0,8,80,0.1186,0.8444,0.1346,0.1446,13.8122,7.3019,7.7166,1454.8,3.84,93.77,0,(103/113),0.6400,0.7083,0.2381,0.1500,1.2706,0.8182,incorrect,incorrect,0,0,0,7d46ea2f24f4bc2e7c945a34bb14f8a2
T41.1,T41_S06.M04,19,41,1,S06,S,6,Weng,78,4,0,10,80,0.0169,0.9880,0.0140,0.0297,34.7788,11.7753,12.7605,2257.6,30.41,157.68,0,(102/110),0.5200,0.5417,0.5806,0.6061,1.5456,1.1880,incorrect,incorrect,0,0,0,f59c8e2946c4a0abbd689c2e603d39d8
T41.1,T41_S06.M05,19,41,1,S06,S,6,Weng,78,5,0,5,80,0.2203,0.8415,0.1844,0.1630,17.7860,4.9936,5.6713,2022.2,16.49,44.74,0,(102/110),0.9600,0.7083,0.1429,0.4333,1.4719,1.0672,incorrect,incorrect,0,0,0,53abe5a4dbbda26512b3017839f0e49a
T41.1,T41_S06.M06,19,41,1,S06,S,6,Weng,78,6,0,14,80,0.1525,0.8784,0.1353,0.1493,17.1961,4.5258,5.4970,2160.2,14.02,65.48,0,(103/113),0.7600,0.7083,0.3448,0.4138,1.1768,0.8548,incorrect,incorrect,0,0,0,03cfd23a7b72bd68e367984d124ed09d
T41.1,T41_S06.M07,19,41,1,S06,S,6,Weng,78,7,0,16,80,0.0847,0.9194,0.0826,0.0600,29.4735,10.9520,11.6244,1763.6,24.78,142.22,0,(103/113),0.8000,0.7500,0.2308,0.2800,1.1030,0.8175,incorrect,incorrect,0,0,0,d1cbd2c14d56047101186e4b77f98884
T41.1,T41_S06.M08,19,41,1,S06,S,6,Weng,78,8,0,11,80,0.1186,0.8600,0.1284,0.0859,22.8230,11.2637,11.8698,1518.9,14.86,168.09,0,(103/113),0.7200,0.7917,0.1000,0.0500,1.0220,0.8187,incorrect,incorrect,0,0,0,abba25172b10c7f097d907303696f498
T41.1,T41_S06.M09,19,41,1,S06,S,6,Weng,78,9,0,12,80,0.3559,0.6182,0.3684,0.3511,8.3481,3.1124,3.6133,1543.4,6.35,37.35,0,(103/113),0.7600,0.8333,0.1739,0.0909,1.0643,0.8531,acceptable,acceptable,1,0,0,539963358eaec45f264e103fe667ddba
T41.1,T41_S06.M10,19,41,1,S06,S,6,Weng,78,10,0,9,80,0.4746,0.5410,0.4667,0.3917,9.4294,2.5836,3.3790,1641.0,7.50,35.09,0,(103/113),0.7200,0.9167,0.2174,0.1200,1.0736,0.8642,acceptable,acceptable,1,0,0,393ae255e156ab73a9394177f77fafe8
T41.1,T41_S11.M01,19,41,1,S11,S,11,Zou,155,1,0,19,80,0.7627,0.4444,0.6429,0.5862,6.9407,1.8527,2.7900,1985.9,5.64,24.97,0,(103/113),1.0000,0.9583,0.2424,0.1481,1.2720,0.8116,medium,medium,2,0,0,b0ed23ad4e6bd325dfd45e8e44b0c050
T41.1,T41_S11.M02,19,41,1,S11,S,11,Zou,155,2,0,15,80,0.6271,0.5375,0.5324,0.4129,10.8025,2.7500,3.7267,1879.5,9.04,38.17,0,(103/113),0.8800,0.7917,0.3125,0.2083,1.2609,1.1769,acceptable,acceptable,1,0,0,3891b4bd85f54d83e776fba06ea304e6
T41.1,T41_S11.M03,19,41,1,S11,S,11,Zou,155,3,0,11,80,0.6780,0.5000,0.5756,0.5528,6.4013,2.0789,3.7438,2209.6,5.13,23.94,0,(103/113),0.9600,0.8750,0.2258,0.3226,1.2712,0.9680,acceptable,acceptable,1,0,0,88b94925512e5d62e24a4a5375d5057c
T41.1,T41_S11.M04,19,41,1,S11,S,11,Zou,155,4,0,14,80,0.6949,0.3692,0.6613,0.7326,2.4956,1.2705,2.3580,1779.5,1.53,8.65,0,(103/113),0.8400,0.9167,0.2222,0.1200,1.4330,0.8592,medium,medium,2,0,0,37fcf332843535e04bfe73b8998e871d
T41.1,T41_S11.M05,19,41,1,S11,S,11,Zou,155,5,0,17,80,0.7458,0.4133,0.6568,0.6401,5.2473,1.6564,2.7416,1819.2,4.05,20.31,0,(103/113),0.8800,0.8750,0.1852,0.1250,1.2916,0.9822,medium,medium,2,0,0,6f548927e3d40d1ed63c1fffba60cade
T41.1,T41_S11.M06,19,41,1,S11,S,11,Zou,155,6,0,13,80,0.6271,0.4932,0.5606,0.5363,6.8511,1.9344,2.8762,1821.0,5.52,24.48,0,(103/113),0.8800,0.8333,0.2143,0.1667,1.1639,0.8343,medium,medium,2,0,0,b551210cfe6813cca29482d38f049a8b
T41.1,T41_S11.M07,19,41,1,S11,S,11,Zou,155,7,0,12,80,0.7119,0.3731,0.6667,0.6243,6.0114,1.5168,2.5602,1848.3,4.71,21.84,0,(103/111),0.8800,0.9583,0.2143,0.0800,1.2968,0.9722,medium,medium,2,0,0,3d313bbb0c7da1aa404c722f29f0793d
T41.1,T41_S11.M08,19,41,1,S11,S,11,Zou,155,8,0,12,80,0.7288,0.3385,0.6935,0.6501,4.7716,1.6216,2.8414,1588.0,3.55,20.69,0,(103/113),0.8800,0.7500,0.1538,0.1818,1.1896,0.8251,medium,medium,2,0,0,221786a252d6e49592e58ffba7eb122f
T41.1,T41_S11.M09,19,41,1,S11,S,11,Zou,155,9,0,13,80,0.9492,0.1385,0.9032,0.9255,1.5038,0.6114,1.9504,1697.5,0.95,5.75,0,(103/111),1.0000,1.0000,0.0385,0.0400,0.6314,0.5831,high,high,3,0,0,8bfb78cde546b8ca8fa0a2309acd9f49
T41.1,T41_S11.M10,19,41,1,S11,S,11,Zou,155,10,0,11,80,0.8814,0.1034,0.8889,0.8903,1.8730,0.6647,1.9437,1636.7,1.69,3.45,0,(103/111),1.0000,0.9583,0.0000,0.0800,0.6155,0.6038,high,high,3,0,0,59c4094a3324d55ed4e00f0a72bd416a
T41.1,T41_S12.M01,19,41,1,S12,S,12,Wang,44,1,0,4,80,0.0678,0.9420,0.0625,0.0495,32.1634,11.9670,12.5555,2099.2,27.47,161.55,0,(103/111),0.8000,0.7500,0.2000,0.4375,1.5287,1.1708,incorrect,incorrect,0,0,0,bcb11e59b6f7c944ecbfc7180fe4cc7f
T41.1,T41_S12.M02,19,41,1,S12,S,12,Wang,44,2,0,9,80,0.0169,0.9915,0.0113,0.0318,33.9635,10.6120,11.9063,3110.2,28.90,178.26,0,(103/113),0.2400,0.7083,0.8333,0.6458,1.4564,1.0593,incorrect,incorrect,0,0,0,83c4f43347964577ce9de58093431dd3
T41.1,T41_S12.M03,19,41,1,S12,S,12,Wang,44,3,0,6,80,0.0678,0.9500,0.0576,0.0497,32.0536,11.8791,12.6510,2243.1,27.39,158.94,0,(103/111),0.8400,0.7083,0.2759,0.4688,1.3516,1.0960,incorrect,incorrect,0,0,0,0362f85782c8bcbfa0d818a9ea5aa287
T41.1,T41_S12.M04,19,41,1,S12,S,12,Wang,44,4,0,10,80,0.4407,0.6232,0.4063,0.3017,13.6319,3.1527,4.2229,1908.4,11.71,43.70,0,(103/113),0.8000,0.8750,0.2857,0.1923,1.2793,1.0255,acceptable,acceptable,1,0,0,279132415da445403461b6b3fc55194f
T41.1,T41_S12.M05,19,41,1,S12,S,12,Wang,44,5,0,5,80,0.5763,0.5802,0.4858,0.3758,11.9295,2.8723,3.8810,2034.1,9.91,40.83,0,(103/111),0.8400,0.8750,0.2759,0.2759,1.3159,1.0236,acceptable,acceptable,1,0,0,6a795e4f214d403abc521152fd33ac04
T41.1,T41_S12.M06,19,41,1,S12,S,12,Wang,44,6,0,10,80,0.3898,0.6933,0.3433,0.2381,17.2761,3.8863,4.9764,1918.4,14.98,55.03,0,(103/111),0.7600,0.7500,0.2692,0.3333,1.3048,1.0039,acceptable,acceptable,1,0,0,f5a657518de5c9ea3adefd46b2ae0c79
T41.1,T41_S12.M07,19,41,1,S12,S,12,Wang,44,7,0,8,80,0.4746,0.6111,0.4275,0.3283,12.8024,2.9590,3.8870,1933.4,10.84,41.60,0,(103/113),0.7600,0.8750,0.2963,0.1923,1.3598,0.9591,acceptable,acceptable,1,0,0,08d984724cf10ea52b49214f8ee95353
T41.1,T41_S12.M08,19,41,1,S12,S,12,Wang,44,8,0,8,80,0.5932,0.5139,0.5343,0.4472,9.4467,2.2862,3.3899,1859.8,7.73,34.32,0,(103/111),0.8800,0.9167,0.2667,0.2143,1.3037,1.0081,acceptable,acceptable,1,0,0,337d70c4c4502371d378a68d9950caa2
T41.1,T41_S12.M09,19,41,1,S12,S,12,Wang,44,9,0,6,80,0.6949,0.4384,0.6212,0.5282,7.8945,2.0322,2.8649,1941.6,6.34,27.00,0,(103/111),0.8400,0.9583,0.2500,0.1154,1.3640,1.0710,acceptable,acceptable,1,0,0,c5d07c524787695579d6e954f0352a97
T41.1,T41_S12.M10,19,41,1,S12,S,12,Wang,44,10,0,11,80,0.3559,0.6912,0.3307,0.2344,16.6107,3.7213,4.7866,1856.2,14.64,50.52,0,(103/111),0.7600,0.7917,0.2083,0.2400,1.3272,1.0021,acceptable,acceptable,1,0,0,fd6009664e6179f7141f7067093a08a1
T41.1,T41_S14.M01,19,41,1,S14,S,14,Elber,152,1,0,21,80,0.0508,0.9500,0.0504,0.0501,28.4098,11.2469,11.8739,1904.6,23.43,151.88,0,(103/113),0.8000,0.5833,0.2308,0.4815,1.1755,0.8555,incorrect,incorrect,0,0,0,8a4a272561072ec8a9ea831fef89ff54
T41.1,T41_S14.M02,19,41,1,S14,S,14,Elber,152,2,0,12,80,0.0169,0.9697,0.0217,0.0427,26.4814,11.1825,11.8737,2166.1,21.14,146.58,0,(103/113),0.6000,0.6667,0.4000,0.5152,1.0839,0.7293,incorrect,incorrect,0,0,0,27e00b9fef4fd3d13560ccbaa430abef
T41.1,T41_S14.M03,19,41,1,S14,S,14,Elber,152,3,0,16,80,0.1186,0.8542,0.1308,0.0902,21.6681,10.8827,11.5423,1749.2,13.24,169.12,0,(103/113),0.8800,0.6250,0.1538,0.4444,1.0863,0.8809,incorrect,incorrect,0,0,0,c40a0f89588b62ded786a1706dbb47d8
T41.1,T41_S14.M04,19,41,1,S14,S,14,Elber,152,4,0,14,80,0.1186,0.8511,0.1320,0.0860,22.7993,11.2575,11.8722,1700.3,14.83,168.13,0,(103/113),0.5600,0.6250,0.3636,0.4000,1.0313,0.8049,incorrect,incorrect,0,0,0,abba25172b10c7f097d907303696f498
T41.1,T41_S14.M05,19,41,1,S14,S,14,Elber,152,5,0,15,80,0.1186,0.8372,0.1372,0.0937,20.7429,10.8775,11.5148,1700.3,11.70,168.07,0,(103/113),0.5600,0.6250,0.3636,0.4000,1.1615,0.8597,incorrect,incorrect,0,0,0,b38961c15b6f8c66756ba8ade80b5ff0
T41.1,T41_S14.M06,19,41,1,S14,S,14,Elber,152,6,0,39,80,0.0000,1.0000,0.0000,0.0317,28.6230,12.5100,13.5372,1729.3,22.10,177.26,0,(102/109),0.8000,0.5833,0.1304,0.3913,1.4271,1.0232,incorrect,incorrect,0,0,0,bd8301b1c5d0bdcff5b3be6f107cf547
T41.1,T41_S14.M07,19,41,1,S14,S,14,Elber,152,7,0,11,80,0.0678,0.9091,0.0777,0.0744,21.3467,10.9336,11.5585,1805.0,12.12,167.03,0,(103/113),0.8000,0.5833,0.2000,0.4815,1.3225,0.7780,incorrect,incorrect,0,0,0,8cbca6168d50413615c8ec4a61000e18
T41.1,T41_S14.M08,19,41,1,S14,S,14,Elber,152,8,0,15,80,0.0508,0.9516,0.0496,0.0455,31.2194,11.4950,12.1841,1676.1,26.93,145.99,0,(103/113),0.8000,0.6667,0.1304,0.4286,1.1232,0.8147,incorrect,incorrect,0,0,0,e99df2300cbe7b40cd330bc80793d1e6
T41.1,T41_S14.M09,19,41,1,S14,S,14,Elber,152,9,0,18,80,0.0847,0.9091,0.0877,0.0611,28.3369,11.7445,12.4552,1721.1,22.88,164.45,0,(103/113),0.8000,0.6250,0.0909,0.4444,1.1218,0.7943,incorrect,incorrect,0,0,0,603ab2a7afb56b689b2141cc35805495
T41.1,T41_S14.M10,19,41,1,S14,S,14,Elber,152,10,0,12,80,0.3559,0.6038,0.3750,0.3047,9.8658,3.8441,4.7126,1723.7,6.14,55.34,0,(103/113),0.8400,0.6250,0.1600,0.4444,1.0063,0.7461,acceptable,acceptable,1,0,0,456879a5573d74807f4f237c4b51c445
T41.1,T41_S15.M01,19,41,1,S15,S,15,Fernandez-Recio,59,1,0,5,80,0.2203,0.8395,0.1857,0.1627,17.8122,5.0064,5.6626,2030.5,16.52,44.74,0,(103/111),0.9600,0.7083,0.1429,0.4333,1.5014,1.0710,incorrect,incorrect,0,0,0,53abe5a4dbbda26512b3017839f0e49a
T41.1,T41_S15.M02,19,41,1,S15,S,15,Fernandez-Recio,59,2,0,9,80,0.0847,0.9383,0.0714,0.0556,32.0488,11.6475,12.3992,2306.5,27.57,153.94,0,(103/113),0.8800,0.7083,0.2667,0.5143,1.1843,0.9899,incorrect,incorrect,0,0,0,f2770748a07fd7ad99d74bc8f9baacdb
T41.1,T41_S15.M03,19,41,1,S15,S,15,Fernandez-Recio,59,3,0,8,80,0.0678,0.9556,0.0537,0.0473,34.2465,11.6858,12.2386,2572.8,30.06,153.25,0,(103/113),0.7600,0.5833,0.4062,0.5882,1.5372,0.9961,incorrect,incorrect,0,0,0,dab4d868d6ec42e30c246a510f5d3c5a
T41.1,T41_S15.M04,19,41,1,S15,S,15,Fernandez-Recio,59,4,0,4,80,0.0678,0.9420,0.0625,0.0495,32.1634,11.9670,12.5555,2099.2,27.47,161.55,0,(103/111),0.8000,0.7500,0.2000,0.4375,1.5287,1.1708,incorrect,incorrect,0,0,0,bcb11e59b6f7c944ecbfc7180fe4cc7f
T41.1,T41_S15.M05,19,41,1,S15,S,15,Fernandez-Recio,59,5,0,14,80,0.0678,0.9355,0.0661,0.0544,28.9516,11.7336,12.2349,1982.3,23.78,163.25,0,(103/113),0.8800,0.8333,0.2143,0.3548,1.0352,0.9659,incorrect,incorrect,0,0,0,50d5fc0fe407768737efa3d7d1efea7a
T41.1,T41_S15.M06,19,41,1,S15,S,15,Fernandez-Recio,59,6,0,14,80,0.1017,0.8846,0.1081,0.0839,21.8507,10.9175,11.5185,1477.1,13.85,160.40,0,(103/113),0.8800,0.7917,0.1538,0.0952,1.1705,0.7999,incorrect,incorrect,0,0,0,a7b148ba51cc5afb87e7f4f6ff3b53f5
T41.1,T41_S15.M07,19,41,1,S15,S,15,Fernandez-Recio,59,7,0,11,80,0.7119,0.3731,0.6667,0.6819,4.3416,1.3826,2.5209,1751.9,3.43,15.58,0,(103/111),0.8400,0.9583,0.2500,0.0800,1.1281,0.9044,medium,medium,2,0,0,5eb416f4345df1f37b171d80d66fa2d8
T41.1,T41_S15.M08,19,41,1,S15,S,15,Fernandez-Recio,59,8,0,14,80,0.1356,0.8367,0.1482,0.0893,23.5613,11.3230,11.9425,1447.2,16.34,167.26,0,(103/113),0.7600,0.7917,0.0952,0.1364,1.0949,0.8166,incorrect,incorrect,0,0,0,a35e458461a4eb3e254203e2fd622f6f
T41.1,T41_S15.M09,19,41,1,S15,S,15,Fernandez-Recio,59,9,0,9,80,0.6780,0.1304,0.7619,0.7170,2.3422,1.3742,2.2943,1460.6,1.24,10.37,0,(103/110),0.8400,0.8333,0.0000,0.0000,1.3101,0.6369,medium,medium,2,0,0,860312ae01c17993144ed20e9bf14079
T41.1,T41_S15.M10,19,41,1,S15,S,15,Fernandez-Recio,59,10,0,8,80,0.5254,0.4918,0.5167,0.3488,12.4390,2.9758,3.7048,1806.7,10.72,39.72,0,(103/110),0.9200,0.8750,0.1786,0.2222,1.6009,0.6506,acceptable,acceptable,1,0,0,26122d96d873ef1597c5391813a39782
T41.1,T41_S16.M01,19,41,1,S16,S,16,Bajaj,144,1,0,0,80,0.0000,nan,nan,0.0018,126.8351,50.6197,51.2164,0.1,125.79,115.59,0,(103/113),0.0000,0.0000,nan,nan,1.0646,0.5695,incorrect,incorrect,0,0,0,d9b36b753b60032f7d6949344c0a0c9d
T41.1,T41_S16.M02,19,41,1,S16,S,16,Bajaj,144,2,0,0,80,0.0000,nan,nan,0.0018,125.8460,50.7844,51.1097,0.1,124.60,174.68,0,(103/113),0.0000,0.0000,nan,nan,1.0646,0.5695,incorrect,incorrect,0,0,0,d7ea3f1788109f52c043d8680dab897c
T41.1,T41_S16.M03,19,41,1,S16,S,16,Bajaj,144,3,0,0,80,0.0000,nan,nan,0.0015,140.3082,56.8638,57.4145,-0.0,139.45,106.28,0,(103/113),0.0000,0.0000,nan,nan,1.0646,0.5695,incorrect,incorrect,0,0,0,f20d13c2c2286fd096446a8cbdda9b3b
